Name,"CAM-B3LYP/6-311G(d,p)","bhandhlyp/6-311G(d,p)","PBE1PBE/6-311G(d,p)",LSF
5ed_15b_3ea,2.655182445895009,2.6189552750067127,2.0575736398530293,2.483879973244818
TPA2_9b_3ea,2.7539571670977394,2.750658283179743,2.3912771267137756,2.483974469592625
6ed_22b_10ea,2.6936541557488556,2.7535902337391813,2.1850933144030242,2.4847977516049733
7ed_10b_1ea,2.710316176821115,2.674020430556,2.2394740004649236,2.485499568640234
3ed_8b_3ea,2.8064384258044277,2.847098372230221,2.563936798911209,2.4856918526663585
7ed_17b_4ea,2.7870105952922506,2.807455067146867,2.4981802604106456,2.485716689223101
5ed_8b_3ea,2.6887478946559438,2.674712584248119,2.1615911340668146,2.487279403519553
5ed_17b_4ea,2.679278222288689,2.640931897977612,2.1290421930178023,2.4874700333496573
6ed_15b_3ea,2.766429632236638,2.7922823681711137,2.422909754303467,2.4877570713764063
6ed_25b_4ea,2.608816885942707,2.5251944894764855,1.88914463276978,2.4880662734908228
TPA2_9b_1ea,2.679220332002567,2.6401446846880323,2.1266322872632024,2.488264810613653
7ed_8b_2ea,2.794799752203003,2.8400557798892105,2.510928142834578,2.490594100355759
6ed_22b_8ea,2.7270056828691436,2.79398110465611,2.274972946203039,2.493012341637171
6ed_6b_1ea,2.677137946494728,2.630399766779296,2.1014400902561188,2.49478027309713
2ed_22b_4ea,2.735548443727918,2.780573503884804,2.2980350897114996,2.495102056478674
1ed_9b_1ea,2.7164912350371946,2.678005213609114,2.227085660507612,2.4974406835802982
6ed_15b_2ea,2.777583840820349,2.8070101959421123,2.4270355915081483,2.4998133391323485
2ed_4b_1ea,2.752612222645685,2.7767752464560824,2.3392192911721184,2.5010283414122707
TPA2_8b_1ea,2.6702199794509416,2.632689499060357,2.0603428719550516,2.501136167750354
5ed_9b_1ea,2.6773691627961917,2.6363277432920764,2.083082893573384,2.5016502014365414
7ed_4b_2ea,2.798205429564987,2.832918494111234,2.45612002150582,2.5144007499594423
7ed_25b_4ea,2.732594548145419,2.667462793222536,2.2341478758556956,2.5144493889351236
3ed_25b_4ea,2.7360313189413916,2.6669464545809833,2.2410524914739085,2.5161419935207734
1ed_17b_4ea,2.74414489578292,2.708066902656595,2.265868897318279,2.5170811395116366
2ed_6b_8ea,2.828137197074759,2.84814469085474,2.5494926785316285,2.517211148681432
7ed_6b_1ea,2.7339199974808803,2.6936541557488556,2.2300896607331047,2.5175147083226075
6ed_22b_3ea,2.734221415310419,2.798710680398655,2.229207647743691,2.5181971207008766
5ed_9b_2ea,2.7927225829540507,2.789142008316677,2.4259909495772662,2.5185613545467245
5ed_9b_3ea,2.7627314441045123,2.757877216443726,2.322221761629732,2.5194107340020264
1ed_9b_3ea,2.7956819093146685,2.7888283607885844,2.4330359149562018,2.519624133095709
1ed_25b_4ea,2.6729252528667806,2.589801073637068,2.0157960042550123,2.520409500345767
TPA2_8b_3ea,2.7367559514829907,2.726945711773021,2.2310125117981796,2.5206252891493994
2ed_25b_8ea,2.709605476165086,2.640875652888845,2.136746543385422,2.52151104263307
3ed_17b_4ea,2.8398606496368366,2.8555562685552416,2.5761348611323145,2.521876035737445
7ed_4b_1ea,2.7963754235334286,2.818751003744921,2.4267980938966422,2.5227048776701197
7ed_6b_9ea,2.7529788953808185,2.7379040716657723,2.2771872147676495,2.523739759764725
7ed_4b_3ea,2.8125493423548997,2.844094483950155,2.47771401122453,2.5240579908357845
3ed_8b_1ea,2.785758343946415,2.795492828769818,2.384471576750242,2.525012623844694
5ed_4b_3ea,2.673847448102271,2.632801295293703,2.0056234497742507,2.525180154437159
5ed_8b_2ea,2.730488525438593,2.7144099515288915,2.1901491673126947,2.52768675990065
TPA2_9b_2ea,2.815614791229401,2.8119115471391627,2.4711960501762293,2.5301179755414838
2ed_24b_8ea,2.756712287537912,2.7087767963331544,2.269933831360734,2.530874369516928
6ed_25b_8ea,2.669242824362131,2.595275652603504,1.973982765903224,2.530949201781217
1ed_8b_3ea,2.770075851258664,2.7595957494490326,2.3103233605183857,2.53259515858462
TPA2_15b_3ea,2.7061166122330502,2.6699325066370134,2.092256528291817,2.533246491292216
TPA2_4b_3ea,2.681016094911306,2.639301762499315,2.0064672395751266,2.5335774602766823
2ed_8b_2ea,2.829879853159497,2.8663155129502975,2.505853920575192,2.534990240762314
3ed_25b_8ea,2.7871985301027857,2.7307891870538854,2.3614487793895034,2.5350245279568138
1ed_6b_9ea,2.7734215031479046,2.7468804086159855,2.311141509435499,2.5363619139440736
7ed_21b_4ea,2.7933517020509298,2.8279437010979476,2.3776134720101014,2.53668997228833
5ed_22b_11ea,2.6793361150765516,2.677716062143535,1.9893740739879489,2.5376741533312415
5ed_6b_9ea,2.745542365728076,2.715182627290784,2.212580971856304,2.537904866364798
5ed_15b_1ea,2.680552441811168,2.62494285242581,1.9922506933651905,2.5381177785257343
7ed_22b_9ea,2.757877216443726,2.800923299806709,2.2481629452052876,2.5401028359452744
2ed_15b_1ea,2.8180463480237905,2.8316893218941046,2.4514100667367065,2.5401711964657983
TPA2_10b_1ea,2.7261063933021767,2.6603663464008327,2.1391056342420445,2.540690483785193
3ed_6b_8ea,2.890704853733281,2.9210071707555256,2.690031139485917,2.5426997324828786
3ed_20b_7ea,2.8338248830071264,2.8815689581182102,2.497475838987771,2.5427854136067336
1ed_25b_8ea,2.7108494470233664,2.6347592674870453,2.080217339759815,2.5433119327685842
5ed_24b_8ea,2.7129846279644427,2.6619654674711866,2.085395055679232,2.5440447413230785
7ed_22b_10ea,2.7640246847163037,2.807963664079321,2.256467807139607,2.5445826435634715
1ed_21b_8ea,2.7347038221057898,2.7479761414267974,2.1572289174813037,2.5446193494908744
5ed_6b_8ea,2.775470049594709,2.7595957494490326,2.294887853825307,2.544682367959126
3ed_22b_5ea,2.77366965073464,2.802949329906707,2.2870573500635,2.5453080835756117
2ed_10b_1ea,2.765010823835856,2.7145882222847,2.255072569984593,2.5462802854923816
5ed_3b_1ea,2.6634520879315837,2.5791354758047924,1.9103912523224071,2.5467474782019104
3ed_24b_4ea,2.784507217410914,2.7257468435272756,2.3193116004366083,2.546883369452692
3ed_4b_2ea,2.849257247374605,2.881368081927334,2.534174151473357,2.54834195174843
3ed_4b_1ea,2.8394054499723573,2.8585185321409625,2.5001950843967826,2.548582161488767
2ed_15b_3ea,2.859771111756061,2.8885500234285972,2.561659203523175,2.5512362816350906
2ed_25b_4ea,2.7147665164581576,2.634143591063917,2.070802862487355,2.5514451857677884
6ed_22b_1ea,2.7602100304011845,2.8190073295688003,2.221022307106266,2.552676170860924
5ed_15b_2ea,2.7299475013372994,2.691549281652764,2.117046974761709,2.553270174764392
3ed_8b_2ea,2.8741551446525007,2.9161298952481727,2.6045427420391696,2.5533003324072547
2ed_6b_9ea,2.795744941847064,2.7803241195036392,2.3380284223120675,2.553803563074938
3ed_10b_1ea,2.7910253760183403,2.746941259736001,2.3213522924488985,2.55406158634577
6ed_24b_4ea,2.672982871432266,2.5901797548877825,1.918430524873798,2.555428758824408
6ed_22b_6ea,2.765134140704282,2.8342782949884073,2.2289271535400994,2.555814843131012
3ed_4b_3ea,2.8633370758265095,2.8927279290286667,2.559914023942336,2.5561905240519875
7ed_22b_11ea,2.7881385844705404,2.83447265882787,2.2847396570254603,2.563700151727657
3ed_24b_8ea,2.8596392095784977,2.8267188411731556,2.5262233962665337,2.5637958791940383
1ed_10b_1ea,2.7666148015560648,2.6985783548583853,2.2092696100939446,2.564667911518532
7ed_22b_2ea,2.8004804960870597,2.850239636955357,2.3214392100672625,2.565505535596894
6ed_6b_5ea,2.8478176336811085,2.826525539223679,2.4811348301367193,2.5656332330631897
1ed_22b_5ea,2.7377831715477967,2.7262862037627866,2.106688335129847,2.5664981204895696
2ed_24b_4ea,2.7460895893199604,2.670622545405932,2.1321172565381,2.5674514442833973
2ed_15b_2ea,2.8746881976525516,2.906696563660169,2.5645200902908427,2.5683133961455136
5ed_21b_4ea,2.7209021878248705,2.7048179784866684,2.0433332026982423,2.568751937496653
6ed_2b_1ea,2.724010355786183,2.6767334140473356,2.052363126977769,2.569282855920224
3ed_6b_1ea,2.806756047120641,2.764209532217455,2.3320045023929965,2.5693294087847156
3ed_22b_4ea,2.820289658283322,2.8530595786144866,2.3754727089222762,2.570151483919048
7ed_6b_8ea,2.918600842765683,2.955680771476243,2.7043460570039,2.5714171896569833
2ed_21b_4ea,2.8285242684765355,2.8638661232792,2.398910338667882,2.5717324328493905
6ed_22b_7ea,2.7788910269764426,2.846052822092378,2.23049080649979,2.5719495304612163
1ed_8b_2ea,2.8111465746031015,2.798900196504589,2.338954548820953,2.5721632269222487
2ed_25b_5ea,2.832724343348627,2.772119456433856,2.4095854220816313,2.572998007656836
5ed_6b_1ea,2.7328354433319264,2.6614512546573974,2.068695473978459,2.574130874659841
5ed_10b_1ea,2.7364539746158543,2.664539514918083,2.0807060224136724,2.5742112976187417
5ed_21b_8ea,2.7592273120993065,2.7824453137157596,2.156703633459306,2.574570682954463
TPA2_8b_2ea,2.810445715322473,2.805422520491919,2.328719865642706,2.5749863719723085
6ed_17b_9ea,2.814528347498532,2.834537452698368,2.341781560418931,2.5752527392402214
1ed_6b_8ea,2.839080396687948,2.8239507038429243,2.4241886845954688,2.575470152937326
6ed_3b_1ea,2.6930106505753684,2.616910252527073,1.9265676771707787,2.576814519725935
7ed_2b_1ea,2.7769618033669143,2.7386296966682013,2.209938966418514,2.576985221239746
TPA2_15b_1ea,2.7356691465515657,2.6831045203016948,2.0663857386638917,2.578399060428369
1ed_9b_2ea,2.8793608592997293,2.8744216464392505,2.5475546576353456,2.5800740837415437
6ed_3b_3ea,2.7679116811925,2.725387388582857,2.1661223758536607,2.581729557360781
7ed_24b_8ea,2.833565855573292,2.799595308537497,2.382272682671665,2.583823209146061
1ed_24b_4ea,2.7489508602851562,2.6700474883345064,2.0941646187553675,2.5845471041098653
TPA2_6b_1ea,2.7611319647674817,2.6925428398962676,2.134355911763823,2.5849039656428787
1ed_15b_3ea,2.7755321740026595,2.733980275730191,2.1810193725286315,2.585630845978049
7ed_24b_4ea,2.819904837189703,2.7602100304011845,2.325444468723493,2.5876420804822384
2ed_6b_1ea,2.8037732421142048,2.752551120019153,2.2700584982012084,2.5879448584624063
1ed_6b_1ea,2.789455726401881,2.7217383043030536,2.219948715572673,2.588555395535499
7ed_25b_8ea,2.8007335096386776,2.739658324070233,2.2558520485690368,2.5893551096547256
2ed_22b_8ea,2.8657193299224133,2.9365716716180272,2.4753892840465297,2.5894218798629915
7ed_25b_9ea,2.8452038778794644,2.8168940346602183,2.404818870231422,2.589854671348692
6ed_24b_8ea,2.733317361145854,2.666029012615141,2.025741282848834,2.5901341542910212
6ed_24b_9ea,2.761746929903624,2.752795546803038,2.1117470564168803,2.5937657608903097
1ed_21b_4ea,2.7658742729689245,2.7473672930771222,2.124191441640134,2.5943079744624598
2ed_22b_2ea,2.8459875007055957,2.9176394213115957,2.392384391691128,2.5952690653252817
5ed_25b_4ea,2.6884564188310134,2.5977222819320156,1.8563381449406093,2.596496188651285
7ed_3b_1ea,2.7524289229038827,2.6819438824644277,2.068246912728806,2.5980713916626383
TPA2_15b_2ea,2.7925339024804705,2.7573866000832297,2.1999019871153327,2.599486976378053
7ed_22b_1ea,2.830784298368706,2.8735556962769473,2.328719865642706,2.599670168204084
6ed_2b_3ea,2.8404461208508263,2.8358988085933174,2.3548564370500182,2.6020144596849373
7ed_22b_7ea,2.8290405285241684,2.8727568206316105,2.312822684480599,2.603260144403837
7ed_22b_8ea,2.857859720337939,2.91154230918178,2.406825997782275,2.604493898461252
5ed_6b_5ea,2.880364120923178,2.8413573338315534,2.4760812996613915,2.6069470414529317
7ed_17b_9ea,2.871625840201543,2.898475384066357,2.4421403329540685,2.608524987740452
TPA2_4b_2ea,2.7573252853114854,2.714885392252547,2.0555612261412177,2.6085673578448993
1ed_22b_9ea,2.784132098561741,2.7816338867993813,2.1458799931771706,2.608681368585305
7ed_15b_1ea,2.9058791574274183,2.917570772587535,2.5570106694795816,2.6088636185762324
3ed_22b_9ea,2.8463141376275183,2.8877427900731907,2.355035333328449,2.6090719273546243
7ed_6b_5ea,2.9237621231695274,2.9044498022097955,2.6137660547994943,2.6101948295163058
5ed_4b_1ea,2.734462597431866,2.6744241433353353,1.9692177961495785,2.6118131637299205
2ed_22b_3ea,2.871093922196458,2.9409595001717816,2.4281286795203028,2.612908910463878
5ed_4b_2ea,2.764209532217455,2.7224553846739155,2.0664890493416017,2.6129998406099375
3ed_22b_10ea,2.8545044982905807,2.89732406667935,2.3702508918234315,2.613550484850258
TPA2_4b_1ea,2.731992495940399,2.67234920380472,1.9522281500345233,2.6149137721898565
5ed_24b_4ea,2.7260464617526505,2.639077074144273,1.9307373474984868,2.615411526002144
7ed_3b_3ea,2.83784587265689,2.798394877248151,2.3086887992132343,2.615430553902319
5ed_22b_1ea,2.7352467332629558,2.7201859253206715,1.9564480183929132,2.617348535935362
7ed_24b_9ea,2.884182899675362,2.8692337599959004,2.455730886951773,2.6188864576106106
2ed_22b_1ea,2.864990998492244,2.927835176750633,2.3846550011681535,2.621107007575113
1ed_22b_10ea,2.801682717769105,2.797952872551623,2.1673339172171153,2.6222806855467287
TPA2_3b_1ea,2.7366955507778155,2.6508118219193384,1.9474757413893518,2.622327482424967
5ed_25b_8ea,2.728806043127194,2.6429019865668364,1.91920252910916,2.6229010969886484
3ed_21b_4ea,2.9122261069011204,2.9448008788292683,2.5373373318138497,2.6236282975557654
6ed_21b_5ea,2.8748214917984565,2.9399832943486457,2.4049587937498607,2.625749680798801
6ed_13b_1ea,2.8221511085106927,2.7947367622831893,2.221778420127624,2.627579172669932
7ed_22b_5ea,2.8596392095784977,2.914279428558669,2.3479895363795955,2.6277729071594074
3ed_15b_1ea,2.94319326400377,2.9532873366933297,2.6290055422495615,2.62830710143962
2ed_24b_9ea,2.8638661232792,2.8393404333610284,2.360055488204313,2.6285718026551983
1ed_22b_11ea,2.802949329906707,2.797132377021561,2.151128918981035,2.6296346842362563
1ed_25b_5ea,2.887204885110897,2.825752595728153,2.4347557463477156,2.6300830964813016
1ed_24b_9ea,2.863535445713757,2.836482647217102,2.3546328549189703,2.630116931591303
1ed_24b_8ea,2.818751003744921,2.7531011413353204,2.203146161465146,2.6301407040015907
1ed_15b_1ea,2.8030126905769435,2.7454815765690874,2.1445068556214384,2.632088570570962
3ed_3b_1ea,2.8200972346086606,2.7520623966474203,2.197329093523937,2.6338625848240094
1ed_3b_1ea,2.7977003611241105,2.7169674051960566,2.117770108719477,2.6352384474955093
2ed_6b_5ea,2.9490029348778255,2.9222462565866856,2.6265552934916925,2.6362374893375566
6ed_7b_1ea,2.8719583890527796,2.8798958451759953,2.364420627826688,2.63682606476928
6ed_3b_2ea,2.8572670493051016,2.8220868796682406,2.313297304362495,2.637346722992623
1ed_4b_3ea,2.8131874269645363,2.7672939678578596,2.1639676696405505,2.6374516193724484
6ed_22b_2ea,2.8605627804222293,2.9342785064895724,2.3233530457691036,2.637737059321293
6ed_17b_1ea,2.8900311239859886,2.9002379933514866,2.4210647910994947,2.63842751106485
6ed_10b_3ea,2.899288629749183,2.8903679495989096,2.449618241915109,2.6394135674002364
3ed_22b_11ea,2.888079082467516,2.933445515974139,2.4114598200296142,2.639506131382098
3ed_22b_2ea,2.906628428910312,2.9568084366011593,2.4735129043055757,2.6397444825978376
7ed_25b_5ea,2.936849874609038,2.8809664135531894,2.564679215821275,2.6436984149946126
5ed_24b_9ea,2.845073316027506,2.813698103148237,2.2536380975926504,2.6439625404924363
2ed_22b_7ea,2.885995331325765,2.9568084366011593,2.3911849008955937,2.6442548800223946
5ed_17b_9ea,2.848602697122509,2.837651045945874,2.262932976964428,2.644909556038732
5ed_11b_1ea,2.8197765868275795,2.7880132072520643,2.1652902265832474,2.6449737810213465
6ed_23b_4ea,2.820802916484516,2.7670469597157705,2.168698522233465,2.644995972280661
5ed_21b_5ea,2.8132512513497474,2.8175340923822496,2.1395116276850565,2.6463075735039205
5ed_21b_11ea,2.8271055244007846,2.837066726285099,2.1751657762334946,2.650323673375944
1ed_17b_9ea,2.889290383897822,2.8844512644104965,2.382043864410305,2.6515350745355994
7ed_15b_3ea,2.9739699101988926,2.9984203942870953,2.666659686145007,2.6521430372555597
6ed_21b_3ea,2.895024173649207,2.9667833143301467,2.394370808020059,2.654069097905264
2ed_3b_1ea,2.825752595728153,2.7548749284784346,2.158205124110048,2.6547697243661683
1ed_15b_2ea,2.8577279944168796,2.816638092988888,2.2657446902087197,2.6549751527634826
1ed_21b_5ea,2.8533221824691157,2.8505017219315145,2.2498761731273875,2.655324068967
7ed_15b_2ea,2.9773260518090376,3.004523161681152,2.6643105091369503,2.657059434756057
6ed_11b_1ea,2.8718253602701105,2.8826407710094575,2.3067990364576185,2.6573478802413053
2ed_22b_6ea,2.9063559218502943,2.9765398930781544,2.4208757229601687,2.658307867586953
3ed_22b_3ea,2.9311572287666134,2.9786133895206057,2.5045885678511546,2.6583591030584426
5ed_21b_10ea,2.8347966578058346,2.843898798351975,2.1766930925929544,2.6591097400627426
3ed_3b_3ea,2.909151543865963,2.8673097027642513,2.4277958963434716,2.6592167614400726
7ed_23b_4ea,2.877690308789576,2.832594924290543,2.3059839585989774,2.664758411066523
3ed_2b_1ea,2.8850552676999257,2.842008558266893,2.3299450470827288,2.665096017598827
5ed_25b_5ea,2.8893577082147175,2.826589970269275,2.3404997245327075,2.6665290475488463
6ed_6b_3ea,2.9292184495356426,2.9217642649798026,2.4707036623444414,2.6681690993502603
3ed_3b_2ea,2.9501255092725263,2.9155813638782697,2.5382202813694725,2.669307739498972
3ed_22b_7ea,2.926246027274167,2.9689854041839534,2.454952987640919,2.670215340620286
2ed_3b_3ea,2.902070665740096,2.858254970973488,2.3729724505931076,2.6703019681679976
5ed_17b_8ea,2.928457487795924,2.942634504989269,2.459042466301964,2.671431348084705
TPA2_11b_1ea,2.865454439287859,2.83784587265689,2.2413765595817803,2.673099243358919
6ed_25b_5ea,2.9092197969580464,2.851288266130351,2.3850678093045357,2.6746368393826216
7ed_3b_2ea,2.930049040778422,2.89563261344938,2.4519917621906395,2.6758937761800596
2ed_2b_1ea,2.8734225194823844,2.825237534876802,2.259139983343223,2.6763934755228496
3ed_15b_3ea,3.019521633607919,3.0423395506585904,2.7515127902574625,2.676968592143439
7ed_25b_1ea,2.873888692278555,2.793225855557021,2.258317101437729,2.677254616655877
1ed_3b_3ea,2.8988141809833277,2.8392104090704495,2.338998668384631,2.6785446415364196
TPA2_3b_3ea,2.8540445923940156,2.7900833743388795,2.183900304791258,2.679882849330959
6ed_21b_1ea,2.884585465506847,2.938032825630679,2.2841925248819734,2.6809487087827146
3ed_22b_1ea,2.948091472046381,2.992414580958126,2.496922643638727,2.681662926075454
TPA2_3b_2ea,2.895903113238114,2.8404461208508263,2.319571914507516,2.6819848736262903
5ed_3b_3ea,2.853978903649024,2.789706751687165,2.172536186939218,2.6838822756698053
3ed_15b_2ea,3.0226866734695856,3.0478732525253864,2.742930860392037,2.683890306259377
5ed_21b_2ea,2.8555562685552416,2.8682382356990845,2.1763874577576625,2.6844142215737756
1ed_25b_9ea,2.9450106972032493,2.8892230627182727,2.4653493330763823,2.6892571996186083
3ed_22b_8ea,2.981119735683203,3.036379729804173,2.579940399179053,2.6919482592348594
3ed_22b_6ea,2.9556103209644564,3.0027769804030227,2.493357906493663,2.69206769290135
1ed_4b_2ea,2.8793608592997293,2.834731852084741,2.2332626504888484,2.6928891714204983
5ed_25b_10ea,2.928180872452424,2.8680392137329203,2.3970553915666506,2.6933458904716545
7ed_10b_3ea,2.9901776123307244,2.9853542807622984,2.6058016098378265,2.693658416283725
1ed_24b_5ea,2.966073659420725,2.9093563127505884,2.5202161579964804,2.695125692309575
5ed_21b_1ea,2.8289759857123293,2.822343812580922,2.056618105016218,2.695146423157514
5ed_25b_3ea,2.890839637379186,2.8249157171828867,2.2614884901924612,2.696688657220859
3ed_25b_5ea,3.0007423324962565,2.9486523055606693,2.628726874684506,2.698251202186152
7ed_21b_5ea,2.9558216825759294,3.004086425993721,2.4749446210878374,2.6989336577604655
1ed_25b_1ea,2.8480138589711026,2.7602100304011845,2.1056508924543262,2.7006513063171456
3ed_25b_1ea,2.907514429885172,2.827750231596607,2.3028149275863616,2.7020917956126143
6ed_21b_8ea,2.9763969997297908,3.0558350684051168,2.5332940141730576,2.7029602554895544
5ed_10b_3ea,2.9384505653153585,2.899966683171796,2.404305956601055,2.7032070503895955
7ed_2b_3ea,2.9743979324460366,2.97012324620333,2.5255545115023588,2.703312193561982
1ed_3b_2ea,2.9605499810367406,2.9081281316574694,2.4781101444051084,2.7035358637985563
5ed_23b_4ea,2.854767368213989,2.7820083327143235,2.119398967743053,2.7039127908881313
6ed_5b_1ea,2.9238310635638487,2.9317809529670837,2.3471450956983313,2.7059820678753663
7ed_13b_1ea,2.938659479707622,2.917090321956875,2.395064520227586,2.70677781081147
1ed_4b_1ea,2.868304582492721,2.8087905272327185,2.1529216509087923,2.708309183638346
5ed_2b_1ea,2.828459749218587,2.7494384790630333,2.0176984412546024,2.7084901057162005
2ed_25b_1ea,2.8699642504685188,2.7836945876247126,2.157829555481473,2.708561737565563
TPA2_2b_1ea,2.8327890573125627,2.754385379633995,2.0265358469919397,2.7105721578651587
5ed_3b_2ea,2.9236242521336107,2.8679728792150714,2.3320483601471227,2.711150044322349
6ed_14b_1ea,2.9335149137862033,2.942145764858891,2.3637896108456826,2.711760265927913
1ed_11b_1ea,2.923486394099795,2.894145767434772,2.3285886726210365,2.712224588293552
3ed_6b_5ea,3.066187171576934,3.0432355422800477,2.808472445319415,2.713158272248357
2ed_21b_5ea,2.9789711809187462,3.0494472962089074,2.5126071489076782,2.713509943083506
TPA2_10b_3ea,2.966570382203948,2.9299105761954256,2.4691293390231546,2.7140661459332502
2ed_3b_2ea,2.9800450710344344,2.9427741748520972,2.5123017080807752,2.714922901175314
2ed_21b_10ea,2.9893125866238237,3.0626278256703916,2.538272238715771,2.7168482448410716
2ed_24b_5ea,2.993064650504304,2.942145764858891,2.5498596628777057,2.717242609234365
1ed_25b_2ea,2.9797586246393717,2.921557745817751,2.5011028158808912,2.7185950986168392
1ed_10b_3ea,2.992270159404991,2.9544131759010464,2.5405084186470286,2.719635008272794
2ed_17b_1ea,2.9911152886371775,2.990249720404717,2.533449288093632,2.7207672807447123
3ed_23b_4ea,2.9551876884114114,2.9094928413557994,2.4117412312699176,2.7208510657285996
5ed_25b_9ea,2.9452905015496738,2.889290383897822,2.37770465390391,2.721056832143787
5ed_22b_7ea,2.8624117129672855,2.8570037188549566,2.092291831700714,2.722920406928005
2ed_21b_9ea,2.9948718820824753,3.068311568201886,2.5389478778382606,2.7233527289825865
TPA2_6b_3ea,2.9702655377809855,2.9321969165916157,2.4535443005548747,2.7241449969296503
1ed_25b_3ea,2.9579369625186143,2.8946862620104774,2.4079944733613514,2.725532603754842
1ed_17b_8ea,3.0113819706569886,3.0226866734695856,2.58861165307801,2.7255632887914314
1ed_21b_10ea,2.929841348811351,2.9351119702166497,2.3099790500324673,2.7266171623495614
1ed_22b_1ea,2.882439745362347,2.856608814175793,2.1435429989929267,2.7288307033849373
2ed_23b_4ea,2.942285388329129,2.8901658448103396,2.345413671636362,2.7290005401438675
2ed_23b_8ea,3.0291846929459587,3.0522245706134696,2.638403238557871,2.7292967680839446
7ed_17b_1ea,3.0167301334600722,3.0302950978920533,2.5958189496481574,2.729466995230995
5ed_17b_1ea,2.9073780868872876,2.8573987327344184,2.2257265114471356,2.729597203806959
6ed_10b_2ea,3.013284620197391,3.0079486562619544,2.5831651231327797,2.729827459138499
5ed_25b_1ea,2.8294278472502636,2.735729501957879,1.9510915977868084,2.733573552406691
1ed_2b_1ea,2.905198336669857,2.833889647265354,2.207146106437102,2.733621198067153
2ed_10b_3ea,3.024234803320395,3.007729774316415,2.6064041073198703,2.7347754502596593
2ed_21b_8ea,3.0325183518156718,3.1168227278740903,2.631404524451814,2.735854830467655
5ed_25b_2ea,2.9683457510830378,2.90997079239986,2.4127266880519675,2.7364665379447075
5ed_22b_2ea,2.889425035669179,2.8903679495989096,2.1452859882310484,2.7366827121761337
5ed_6b_3ea,2.979973454272736,2.94235520503388,2.449618241915109,2.7373362084715755
1ed_25b_11ea,2.9992906998946087,2.940262144161971,2.5144413546738886,2.7375122143288166
6ed_2b_2ea,2.9955230198271003,2.994293330574298,2.5003967455586147,2.7379809037640306
2ed_2b_3ea,3.0018319794166466,2.9891684643285883,2.5212410110557277,2.738155686545577
7ed_23b_8ea,3.0576435223589,3.0941130703099815,2.709605476165086,2.7382776145982515
5ed_25b_11ea,2.976111254187995,2.9185321487924027,2.4301272960009177,2.739645146372974
7ed_7b_1ea,3.007729774316415,3.018198700363714,2.5356769744743124,2.740131721284378
1ed_6b_3ea,3.0210665222497948,2.985713693523942,2.578116626936042,2.7410840739611557
7ed_24b_5ea,3.054931643403371,3.011016351943636,2.69102357702517,2.7416563304058315
6ed_25b_11ea,2.978828054045279,2.9236242521336107,2.432701785406553,2.742018261070999
1ed_17b_1ea,2.945570359069359,2.893335403918679,2.3193116004366083,2.742356660788143
6ed_25b_1ea,2.8588480519606865,2.7713140399996163,2.0253442343810075,2.742626225696486
6ed_23b_8ea,3.034819144025621,3.0612668593725085,2.6190105902450647,2.743095974351446
3ed_10b_3ea,3.0576435223589,3.0477234283474126,2.6952349730637253,2.7434359053931394
6ed_25b_10ea,2.9893846529831922,2.9367803189196127,2.4568986607042365,2.7461447462385293
1ed_21b_11ea,2.952795051810802,2.958713323926099,2.3324431541813446,2.746411294667101
1ed_25b_6ea,3.0271880134208007,2.9736133190825615,2.5801551302720163,2.7477816634846937
7ed_21b_2ea,3.0192275482284594,3.083801925037126,2.550384109538108,2.748806799073914
7ed_22b_6ea,3.0154829747754874,3.08618122416543,2.5376488909164787,2.7488335261099053
6ed_21b_7ea,3.0012507359314267,3.0906426910032856,2.4892535312511104,2.7489321669613815
6ed_24b_1ea,2.856674624040888,2.763285541867068,1.993467765312651,2.7514305139714086
5ed_25b_6ea,3.003577061470372,2.9506871170222446,2.4874558757420826,2.752400765927997
2ed_13b_1ea,2.9750401968748275,2.9418665576688685,2.3902630338250637,2.7526545375720897
2ed_25b_11ea,3.0311099123846303,2.9756827387329996,2.5772057073979053,2.753600147117681
7ed_21b_10ea,3.0179048726086157,3.076075398916991,2.532311054500844,2.753688863421397
6ed_24b_5ea,2.9706924943279467,2.913047088254818,2.371338765863013,2.7541708393962328
5ed_24b_5ea,2.9892405237390394,2.9292184495356426,2.4272256230693294,2.7566209588562343
7ed_6b_3ea,3.062174035801423,3.056362313123729,2.669817534842132,2.7580579223320716
6ed_21b_6ea,3.0080216239900737,3.0901805618596665,2.4822275128764453,2.7596716022760415
5ed_10b_2ea,3.0319251651851635,2.999363248167549,2.5559565363759496,2.762216961691149
7ed_21b_11ea,3.0283709130499394,3.087871987592271,2.5435830852460066,2.7623448146153673
2ed_25b_2ea,3.0422649085046944,2.9888082193825403,2.587909327052965,2.7632962762437128
2ed_21b_3ea,3.0583976767399075,3.142653405118048,2.639301762499315,2.7644284011177063
6ed_6b_2ea,3.0519991977588132,3.0480230914346107,2.6170207126280616,2.7646607072989386
3ed_17b_1ea,3.0661113546744176,3.0727214819909014,2.664654032572103,2.7646898638428823
2ed_25b_10ea,3.0506476592551186,2.9968985741913867,2.611949180725088,2.764840846826026
3ed_13b_1ea,3.0241610468927353,3.0008149510126034,2.5213948109099986,2.765200015520319
7ed_25b_3ea,3.042712816375306,2.984707555800766,2.5829498907605726,2.765620066087052
6ed_6b_11ea,3.048997403568881,3.027114112876079,2.601373600305092,2.7666341278014515
