Name,"CAM-B3LYP/6-311G(d,p)","PBE1PBE/6-311G(d,p)"
2ed_11b_1ea,3.026449170305155,2.494762502127451
2ed_14b_1ea,3.02696632261059,2.48865402411879
6ed_23b_1ea,3.027114112876079,2.1428391899656596
1ed_25b_6ea,3.0271880134208007,2.5801551302720163
7ed_21b_11ea,3.0283709130499394,2.5435830852460066
1ed_23b_8ea,3.0301469968658132,2.534070574167593
5ed_10b_2ea,3.0319251651851635,2.5559565363759496
TPA2_14b_1ea,3.0346706004684862,2.2079321131344316
6ed_23b_8ea,3.034819144025621,2.6190105902450647
5ed_11b_3ea,3.0393567186073533,2.4661338359567795
7ed_21b_3ea,3.042414196475276,2.5778486425874774
7ed_25b_3ea,3.042712816375306,2.5829498907605726
7ed_24b_1ea,3.0436837360270697,2.3661350876949747
6ed_24b_11ea,3.0439078824101635,2.4518947937781586
6ed_25b_6ea,3.0456274354213,2.5380124732534295
7ed_11b_1ea,3.0473489323374405,2.4884043146985375
TPA2_2b_2ea,3.048397753171149,2.4504896131722624
6ed_6b_11ea,3.048997403568881,2.601373600305092
6ed_24b_10ea,3.0494472962089074,2.4691293390231546
6ed_6b_2ea,3.0519991977588132,2.6170207126280616
TPA2_10b_2ea,3.0529008889317972,2.6136007799878347
6ed_6b_10ea,3.0535023124367213,2.5784918986430196
6ed_13b_3ea,3.054254425127289,2.5890440432150754
7ed_24b_5ea,3.054931643403371,2.69102357702517
TPA2_5b_3ea,3.0572665846234575,2.3604148897977044
3ed_10b_3ea,3.0576435223589,2.6952349730637253
7ed_23b_8ea,3.0576435223589,2.709605476165086
3ed_25b_3ea,3.0578697296180817,2.6175731530385633
TPA2_6b_2ea,3.0583222445614213,2.5991924750192386
5ed_14b_3ea,3.0600581265915503,2.347367258035832
3ed_25b_9ea,3.0602091659857558,2.6270561091024094
7ed_6b_3ea,3.062174035801423,2.669817534842132
1ed_24b_3ea,3.062476547437462,2.503071830391062
7ed_21b_1ea,3.0638385897841176,2.5139825522208827
3ed_17b_1ea,3.0661113546744176,2.664654032572103
3ed_6b_5ea,3.066187171576934,2.808472445319415
3ed_2b_3ea,3.0685393567370163,2.644085451217409
7ed_2b_2ea,3.0720363543192653,2.6560355439691303
1ed_10b_2ea,3.077755104513461,2.676444537141006
3ed_25b_10ea,3.078672080982765,2.694005288210281
7ed_14b_1ea,3.0789014104817705,2.6018648580667008
7ed_21b_8ea,3.0801250783879683,2.6447057843651156
2ed_6b_3ea,3.0811965859691584,2.6583701448331616
7ed_5b_1ea,3.0821156145790125,2.56356575161759
6ed_24b_2ea,3.0831118477769914,2.477318004669813
3ed_25b_2ea,3.083648547840018,2.6883981312493024
1ed_6b_10ea,3.086488497964974,2.668783234094717
TPA2_11b_3ea,3.087026374371211,2.5470836925773437
1ed_6b_2ea,3.087256950223897,2.6749433817789026
1ed_6b_11ea,3.087641319864114,2.6747702798969524
7ed_25b_10ea,3.0881795981805302,2.6770223533191455
3ed_24b_5ea,3.089333683933998,2.71792024649284
1ed_24b_11ea,3.0907967647683843,2.613931350515258
1ed_5b_1ea,3.0911049583882044,2.311356908099888
1ed_25b_7ea,3.0914132134761743,2.692484374988987
1ed_2b_2ea,3.0917986188037405,2.597994414417709
2ed_12b_1ea,3.0929554115822206,2.4165352913636466
6ed_14b_3ea,3.0958898311173404,2.6925428398962676
3ed_21b_10ea,3.097436500031045,2.6417195808547866
3ed_25b_11ea,3.098133005340366,2.7070618566507187
5ed_13b_3ea,3.098674948290547,2.4233359144353575
7ed_23b_1ea,3.0988298239595857,2.285244934773462
3ed_7b_1ea,3.09913962174759,2.6504718580228888
5ed_21b_7ea,3.0996819169518752,2.399467382749774
6ed_5b_3ea,3.100301915335104,2.7023422265122874
7ed_10b_2ea,3.1006895402901353,2.7362728204811178
6ed_11b_3ea,3.1007670769127986,2.6566045806355048
1ed_14b_1ea,3.1026291198954814,2.316928107882113
7ed_21b_7ea,3.102939677837516,2.5946239962700677
6ed_21b_2ea,3.105659714121843,2.5996284074245333
3ed_6b_3ea,3.106982595984536,2.742324245432975
3ed_6b_9ea,3.109163918703747,2.546037726746665
2ed_2b_2ea,3.1107238825383274,2.6619654674711866
6ed_17b_5ea,3.110958012136351,2.791779435467913
TPA2_14b_3ea,3.111738698731281,2.44300639134982
3ed_24b_9ea,3.115256642692765,2.667921928777977
7ed_22b_3ea,3.1228668850767582,2.652683183351007
7ed_25b_2ea,3.1242044697843996,2.7200665848979493
3ed_21b_11ea,3.126015968077818,2.677773887441268
6ed_25b_7ea,3.1264100500666334,2.685428812252146
3ed_17b_9ea,3.1268042314280664,2.541966655167849
7ed_6b_2ea,3.130830566220846,2.7492556017502787
1ed_24b_2ea,3.1320167564785635,2.6336960070885436
1ed_11b_3ea,3.1336789336806374,2.623776458014025
TPA2_13b_3ea,3.134946539054023,2.5001950843967826
7ed_6b_11ea,3.136929226789011,2.7442663584318425
2ed_10b_2ea,3.1370085864638444,2.7496823533294044
3ed_21b_2ea,3.1370879501541435,2.7175032962029984
7ed_6b_10ea,3.1377230042699162,2.7265859405810025
3ed_5b_1ea,3.1414591458690415,2.6555804901217037
1ed_21b_6ea,3.1419367406309937,2.45286482317059
1ed_17b_5ea,3.143609466491135,2.745177671147727
5ed_11b_2ea,3.146720687350729,2.6073906134899767
2ed_6b_11ea,3.1469602671304937,2.748463414437069
3ed_21b_3ea,3.1479189511752126,2.735367409462252
6ed_14b_2ea,3.1517595355143944,2.7595343363912943
5ed_5b_2ea,3.152640989671078,2.5031728890676224
1ed_21b_3ea,3.1545658747772163,2.4655944366050826
7ed_24b_3ea,3.154806650699474,2.7006354221004645
6ed_23b_5ea,3.155047463379544,2.6883981312493024
2ed_6b_10ea,3.157859663476782,2.7493775172555557
2ed_6b_2ea,3.1579400857164672,2.756467164738086
TPA2_5b_2ea,3.158020512052536,2.4894534311532386
6ed_13b_2ea,3.1583422583668987,2.7086584548754407
6ed_7b_3ea,3.1584227051895777,2.7504142357763914
5ed_14b_2ea,3.1592273988724284,2.478853235626468
3ed_21b_1ea,3.159710411929029,2.6815958868913476
1ed_23b_1ea,3.159871449104093,2.330733344719049
3ed_24b_3ea,3.164144923466861,2.725447291156402
6ed_5b_2ea,3.1654373013489603,2.7808852972806197
3ed_21b_5ea,3.1678633575797157,2.7336186461000156
5ed_7b_3ea,3.1680252268910554,2.5004975883392384
3ed_11b_1ea,3.1681061677502,2.670737586545969
6ed_24b_6ea,3.1681871127454158,2.587207382026014
3ed_23b_9ea,3.1686728695919766,2.609365867842487
1ed_21b_7ea,3.1689967902512923,2.4736609361183937
1ed_23b_9ea,3.1689967902512923,2.6317954708749216
7ed_17b_5ea,3.171833923511097,2.899220841845752
3ed_2b_2ea,3.1732137934268967,2.7809476643509123
5ed_5b_3ea,3.174351058693465,2.436047216332223
2ed_5b_3ea,3.1747574224420814,2.813506577853625
2ed_14b_3ea,3.1751638902451242,2.810445715322473
3ed_6b_11ea,3.1754891394336044,2.816382197822813
1ed_5b_3ea,3.175814455262974,2.5239609071168316
TPA2_12b_1ea,3.1811918059915034,2.3227872659550206
1ed_23b_5ea,3.18176319936731,2.758736215309754
1ed_14b_3ea,3.1823347980429313,2.5318457082191856
3ed_10b_2ea,3.1833151594419644,2.843442303325984
3ed_23b_1ea,3.18356034417825,2.4091172778019234
2ed_13b_3ea,3.1852776954389483,2.7335583837957502
5ed_6b_6ea,3.1865055097328163,2.6876406226183502
1ed_13b_3ea,3.1871607311402568,2.5929420644419476
3ed_12b_1ea,3.1914262471236636,2.567121615753531
6ed_6b_6ea,3.1916726829616437,2.7132814469211355
7ed_11b_3ea,3.1918369946650573,2.8847867905672535
TPA2_11b_2ea,3.1955384858711167,2.691549281652764
5ed_13b_2ea,3.1994136647765,2.589584734060288
7ed_13b_3ea,3.2028845513558784,2.7882639729659746
7ed_25b_7ea,3.20462282022388,2.845595635343832
7ed_23b_5ea,3.2047056419957825,2.7871985301027857
3ed_23b_8ea,3.2066946496093207,2.8610247895928294
3ed_25b_6ea,3.207690079564964,2.831366032783259
TPA2_14b_2ea,3.2086861277200884,2.57501142987733
TPA2_7b_3ea,3.209599715425346,2.5805846997095343
6ed_11b_2ea,3.2120939645047875,2.7664913525889703
1ed_6b_6ea,3.21442543046824,2.784757352805938
5ed_12b_1ea,3.2189314003879033,2.335606325097339
7ed_24b_10ea,3.228065379057684,2.822665044519527
7ed_12b_1ea,3.228990037126786,2.4631945214783735
3ed_25b_7ea,3.23067259146847,2.907514429885172
7ed_25b_6ea,3.231009312776665,2.825495041829805
2ed_5b_2ea,3.2328625353463036,2.8792940000404688
2ed_14b_2ea,3.233115412242663,2.874021912289786
2ed_11b_3ea,3.234042966087914,2.7992793057259595
1ed_11b_2ea,3.235815229397532,2.7634087048881892
7ed_24b_11ea,3.2369133185168324,2.8278792083227167
TPA2_13b_2ea,3.23826583635597,2.669760052657771
6ed_17b_8ea,3.2405507750096127,3.0075838707158264
6ed_23b_3ea,3.2449604952697464,2.6458908653737936
7ed_5b_2ea,3.2471698590028755,3.030072951781219
6ed_7b_2ea,3.2474249791992147,2.8490608507166972
3ed_24b_11ea,3.2531331271018917,2.849257247374605
1ed_24b_6ea,3.2531331271018917,2.7611934489565964
3ed_23b_5ea,3.254926380873132,2.870828037083389
3ed_11b_3ea,3.2592896676499628,2.983127851558756
2ed_7b_3ea,3.2615185934859627,2.8591117225211624
3ed_24b_10ea,3.261690175598885,2.851550543997765
1ed_5b_2ea,3.265985603438323,2.6553530216656562
3ed_17b_5ea,3.266329726463736,3.017611102057403
1ed_7b_3ea,3.267965301648293,2.668783234094717
1ed_14b_2ea,3.2735730987022578,2.6640243072604055
3ed_21b_6ea,3.2766872448205167,2.8371316388080086
3ed_13b_3ea,3.277466707346377,2.8904353241431893
7ed_24b_2ea,3.2788533345428847,2.852928294812784
5ed_7b_2ea,3.279113457774503,2.6686683612556297
3ed_21b_8ea,3.2801543635622257,2.8821717547763477
1ed_13b_2ea,3.280761863841222,2.753467944347445
6ed_23b_10ea,3.2808486679651496,2.746819560191897
7ed_11b_2ea,3.2851077042797336,2.9960296560776754
1ed_12b_1ea,3.2854558689455464,2.609365867842487
1ed_17b_3ea,3.2855429216433802,2.7535902337391813
6ed_23b_11ea,3.286500805877096,2.7691479355444026
7ed_21b_6ea,3.287110659431721,2.8307196759671913
6ed_24b_7ea,3.2873720945318885,2.8039634444913912
3ed_24b_2ea,3.2950594017257337,2.869632163239518
2ed_13b_2ea,3.2965485951280824,2.8684372852886444
7ed_5b_3ea,3.3002335561638096,2.955117261403275
3ed_6b_10ea,3.302870719061951,2.9517407080802407
7ed_6b_6ea,3.3036626899808925,2.879561455709043
1ed_23b_3ea,3.3044550407926137,2.7629161186662836
7ed_13b_2ea,3.304543103233739,2.912020933862731
1ed_23b_10ea,3.307451799251629,2.849388193523205
6ed_17b_3ea,3.3075400214922066,2.9105855316701366
1ed_23b_11ea,3.313638743105284,2.8558193322372825
7ed_23b_3ea,3.3157653128791833,2.7824453137157596
6ed_23b_2ea,3.316386076644633,2.766738261540962
2ed_6b_6ea,3.318693807026625,2.8946862620104774
TPA2_7b_2ea,3.320293348839041,2.7481588485570536
1ed_24b_7ea,3.320293348839041,2.92659134778718
7ed_14b_3ea,3.3278676204541693,2.9995809140458842
1ed_17b_11ea,3.331533460659399,2.8357690993149043
1ed_6b_7ea,3.33242879348946,2.974897447477156
1ed_17b_10ea,3.3344002206556635,2.8340839578027297
3ed_5b_3ea,3.336463753686071,3.024234803320395
7ed_7b_3ea,3.34221922335632,2.959419460757585
7ed_24b_6ea,3.347542665237914,2.9487925472817014
3ed_14b_3ea,3.352973754954919,3.056814381997851
3ed_11b_2ea,3.3541528146756154,3.0948080816068786
6ed_6b_7ea,3.3547880365170393,2.940331864880556
2ed_11b_2ea,3.358422496228341,2.9247965705666292
1ed_23b_2ea,3.35942335362745,2.8826407710094575
6ed_17b_10ea,3.3663547008481824,2.8911766514897255
1ed_7b_2ea,3.3716636866993723,2.832594924290543
2ed_7b_2ea,3.3716636866993723,2.9791858970194323
3ed_6b_2ea,3.3745999566129496,3.041966376511611
1ed_17b_2ea,3.375151076669012,2.860166891307441
6ed_17b_11ea,3.375151076669012,2.9275586789532255
3ed_23b_3ea,3.3802114111259085,2.876688908612523
7ed_14b_2ea,3.3850097020567484,3.074702457431199
3ed_13b_2ea,3.388524769244762,3.0263753058292733
7ed_23b_10ea,3.394740203294626,2.9023423697627284
7ed_23b_11ea,3.395948825265455,2.922039669284165
3ed_5b_2ea,3.3967860678192796,3.09426749028654
3ed_24b_6ea,3.3983686528651287,2.993425922309357
3ed_6b_6ea,3.400978480684114,3.0067087462899256
6ed_12b_3ea,3.4014449432380416,2.755609578118243
6ed_17b_2ea,3.4039660537428027,2.991403922747825
3ed_14b_2ea,3.408644659017616,3.1271985121997083
7ed_17b_8ea,3.409394429632742,3.2174280074141883
3ed_7b_3ea,3.412960349161698,3.0631574172017197
7ed_24b_7ea,3.416439603409363,3.1120510830905466
7ed_23b_2ea,3.419077271506957,2.924520646361859
7ed_12b_3ea,3.421907867807567,3.0013233790570695
7ed_6b_7ea,3.4324219511084206,3.063233088086532
7ed_7b_2ea,3.4414719382127283,3.0906426910032856
3ed_17b_8ea,3.4430964459860838,3.2983900464367406
3ed_23b_11ea,3.4440527554089213,3.0118939860515623
3ed_23b_10ea,3.4441484155693365,2.995957268978299
1ed_17b_6ea,3.4474998722682058,2.9770401278628356
7ed_17b_3ea,3.4553774565497077,3.0815028679359546
5ed_12b_3ea,3.4629042506072056,2.748524335714127
3ed_23b_2ea,3.4772763714453956,3.017611102057403
2ed_6b_7ea,3.4784469088235754,3.119959626754801
3ed_24b_7ea,3.482158815100893,3.1658413859717833
7ed_17b_10ea,3.4848010399837794,3.0494472962089074
6ed_23b_6ea,3.485976649679313,2.9729003933287657
3ed_12b_3ea,3.4981712248072565,3.116352737012888
TPA2_12b_3ea,3.5063815011238217,2.84657550115339
7ed_17b_11ea,3.5078693995797003,3.104415677483985
2ed_12b_3ea,3.507968637709144,2.966286520243591
3ed_17b_3ea,3.5139332182538774,3.170131034276948
1ed_23b_7ea,3.5160256161778096,3.15609140995553
3ed_7b_2ea,3.517721288106179,3.196939062204935
6ed_17b_6ea,3.527829395025259,3.083341839211826
1ed_12b_3ea,3.5307424659949556,2.9473206742190245
6ed_12b_2ea,3.539005519885348,2.817278034392303
3ed_17b_10ea,3.53961165236763,3.1385171835719157
7ed_12b_2ea,3.558505292020399,3.147519428514134
3ed_17b_11ea,3.5604466478807484,3.189538169245128
6ed_23b_7ea,3.564028380252438,3.175814455262974
7ed_17b_2ea,3.5713163620213364,3.2086031000813238
1ed_17b_7ea,3.5745077949190787,3.1952914527209733
5ed_12b_2ea,3.5952355872932102,2.9475308518325325
7ed_23b_6ea,3.6263577061982457,3.136929226789011
3ed_17b_2ea,3.6334771707370357,3.2993554374515823
1ed_12b_2ea,3.6395560729598717,3.1264100500666334
3ed_12b_2ea,3.6495180682739154,3.276514081272105
7ed_17b_6ea,3.665917972084045,3.278506567757993
TPA2_12b_2ea,3.701372359205481,3.083418510648833
7ed_23b_7ea,3.7209204922953587,3.3793823183098364
3ed_6b_7ea,3.729313546037378,3.4799111892274808
3ed_17b_6ea,3.7300988300015887,3.3757942776255803
3ed_23b_6ea,3.731108966893628,3.289901446120899
2ed_12b_2ea,3.740901903814608,3.195209116824954
6ed_17b_7ea,3.746326940564453,3.3325183532409586
7ed_17b_7ea,3.8787473929663996,3.535574686523233
3ed_17b_7ea,3.9261525316069665,3.617365600097518
3ed_23b_7ea,4.033952809321801,3.7130098037412513
