Name,"CAM-B3LYP/6-311G(d,p)","HOMO CAM-B3LYP/6-311G(d,p)","LUMO CAM-B3LYP/6-311G(d,p)","bhandhlyp/6-311G(d,p)","HOMO bhandhlyp/6-311G(d,p)","LUMO bhandhlyp/6-311G(d,p)","PBE1PBE/6-311G(d,p)","HOMO PBE1PBE/6-311G(d,p)","LUMO PBE1PBE/6-311G(d,p)",LSF
3ed_32b_11ea,2.03,-6.35,-2.377,1.97,-5.98,-2.548,1.829,-5.46,-3.213,1.8071776301099998
13ed_35b_11ea,1.992,-6.259,-2.552,1.923,-5.882,-2.703,1.7,-5.338,-3.346,1.8073637022
2ed_32b_10ea,2.011,-6.296,-2.38,1.947,-5.928,-2.546,1.764,-5.389,-3.207,1.8074501411100001
20ed_35b_3ea,1.998,-6.265,-2.534,1.932,-5.898,-2.684,1.72,-5.367,-3.334,1.8074665671
5ed_31b_3ea,1.957,-6.096,-2.405,1.877,-5.749,-2.566,1.581,-5.143,-3.228,1.8076012067400002
17ed_34b_11ea,2.029,-6.418,-2.57,1.968,-6.047,-2.725,1.824,-5.548,-3.376,1.8077587358099998
7ed_32b_7ea,2.027,-6.109,-2.104,1.962,-5.728,-2.269,1.817,-5.194,-2.937,1.80784409748
19ed_34b_8ea,2.041,-6.653,-2.814,1.989,-6.299,-2.971,1.864,-5.811,-3.633,1.80796446561
5ed_39b_9ea,1.855,-6.142,-2.859,1.759,-5.819,-3.013,1.235,-5.157,-3.622,1.8080062029
10ed_34b_2ea,2.001,-6.156,-2.402,1.937,-5.797,-2.557,1.728,-5.246,-3.195,1.8082358993699998
13ed_34b_12ea,1.968,-6.33,-2.718,1.895,-5.964,-2.869,1.616,-5.405,-3.512,1.8083880422399998
10ed_35b_12ea,1.982,-6.269,-2.59,1.914,-5.909,-2.742,1.663,-5.351,-3.386,1.80850841037
21ed_34b_3ea,2.041,-6.41,-2.53,1.986,-6.04,-2.68,1.862,-5.558,-3.354,1.8086823654299997
1ed_22b_13ea,1.98,-6.536,-2.939,1.957,-6.207,-3.054,1.655,-5.61,-3.67,1.80895272195
21ed_2b_9ea,2.049,-6.172,-1.607,2.02,-5.766,-1.717,1.888,-5.158,-2.667,1.80905881857
17ed_39b_8ea,1.96,-6.827,-3.126,1.885,-6.422,-3.289,1.587,-5.855,-3.923,1.80908843883
21ed_34b_1ea,2.037,-6.366,-2.486,1.981,-5.998,-2.639,1.847,-5.514,-3.317,1.80921203868
9ed_34b_12ea,1.918,-6.05,-2.669,1.83,-5.685,-2.815,1.444,-5.129,-3.444,1.80944523426
2ed_32b_11ea,2.014,-6.35,-2.435,1.952,-5.985,-2.602,1.768,-5.443,-3.26,1.8096552730199997
3ed_22b_13ea,2.043,-6.628,-2.778,2.041,-6.292,-2.905,1.865,-5.742,-3.548,1.8100328034000002
20ed_16b_8ea,2.059,-6.597,-2.695,2.057,-6.284,-2.855,1.919,-5.692,-3.464,1.81006780986
11ed_33b_8ea,1.919,-6.175,-2.719,1.824,-5.798,-2.878,1.445,-5.226,-3.531,1.8102999282
5ed_31b_1ea,1.951,-6.12,-2.456,1.869,-5.777,-2.617,1.553,-5.167,-3.287,1.81036994112
10ed_35b_3ea,1.997,-6.198,-2.469,1.93,-5.832,-2.62,1.708,-5.286,-3.266,1.8105603221700002
9ed_34b_5ea,1.945,-5.997,-2.5,1.863,-5.622,-2.646,1.532,-5.064,-3.272,1.8106260261300002
10ed_34b_7ea,2.008,-6.109,-2.325,1.943,-5.738,-2.474,1.745,-5.189,-3.11,1.81062925785
13ed_34b_7ea,2.006,-6.183,-2.42,1.937,-5.798,-2.565,1.738,-5.267,-3.212,1.8107146195199997
10ed_35b_6ea,2.001,-6.2,-2.455,1.934,-5.831,-2.605,1.721,-5.282,-3.243,1.81074854874
20ed_34b_2ea,2.009,-6.233,-2.467,1.946,-5.873,-2.622,1.748,-5.333,-3.262,1.81076605197
14ed_30b_4ea,1.845,-6.295,-2.945,1.778,-5.967,-3.13,1.193,-5.195,-3.728,1.81094566062
19ed_36b_6ea,2.032,-7.009,-2.979,1.971,-6.617,-3.145,1.825,-6.085,-3.786,1.81104071745
5ed_39b_11ea,1.857,-6.145,-2.866,1.761,-5.826,-3.026,1.233,-5.16,-3.628,1.81115139042
10ed_35b_4ea,1.986,-6.25,-2.562,1.917,-5.89,-2.715,1.669,-5.337,-3.367,1.81120928631
7ed_32b_6ea,2.029,-6.238,-2.249,1.969,-5.87,-2.421,1.814,-5.322,-3.081,1.8113482349099999
13ed_34b_11ea,1.991,-6.269,-2.577,1.922,-5.899,-2.731,1.685,-5.349,-3.368,1.811534307
9ed_20b_4ea,2.005,-6.0,-2.33,1.979,-5.637,-2.428,1.732,-5.118,-3.114,1.8116546751299998
14ed_33b_6ea,1.968,-6.201,-2.406,1.886,-5.86,-2.563,1.606,-5.089,-3.239,1.8119775413399999
1ed_35b_12ea,1.997,-6.366,-2.644,1.93,-6.001,-2.796,1.704,-5.454,-3.45,1.8119961218100005
TPA2_16b_2ea,2.029,-6.211,-2.325,1.991,-5.874,-2.485,1.812,-5.296,-3.122,1.8120661347299998
14ed_30b_10ea,1.888,-6.256,-2.743,1.821,-5.923,-2.923,1.335,-5.147,-3.517,1.81216145895
5ed_31b_8ea,1.937,-6.238,-2.698,1.864,-5.914,-2.857,1.5,-5.291,-3.496,1.81240327245
1ed_35b_11ea,2.009,-6.321,-2.555,1.944,-5.951,-2.706,1.743,-5.41,-3.353,1.8125608015199999
10ed_35b_1ea,1.994,-6.219,-2.502,1.927,-5.855,-2.654,1.692,-5.305,-3.304,1.8126625891800003
20ed_35b_8ea,1.99,-6.344,-2.673,1.924,-5.988,-2.825,1.678,-5.441,-3.474,1.8128333125200002
10ed_34b_8ea,1.981,-6.352,-2.728,1.92,-6.015,-2.881,1.647,-5.44,-3.518,1.8130379650800004
3ed_16b_3ea,2.05,-6.48,-2.257,2.029,-6.128,-2.431,1.88,-5.573,-3.155,1.8131440616999999
11ed_34b_9ea,1.985,-6.257,-2.593,1.912,-5.874,-2.741,1.66,-5.33,-3.379,1.8132261916500003
17ed_34b_7ea,2.041,-6.301,-2.408,1.979,-5.915,-2.556,1.849,-5.425,-3.214,1.81334871426
5ed_33b_8ea,1.937,-6.169,-2.608,1.862,-5.836,-2.765,1.497,-5.202,-3.426,1.81348012218
19ed_36b_8ea,2.025,-7.32,-3.396,1.99,-6.96,-3.56,1.794,-6.399,-4.171,1.8136726577099997
13ed_35b_12ea,1.984,-6.314,-2.659,1.913,-5.941,-2.81,1.655,-5.385,-3.46,1.81380729735
17ed_16b_7ea,2.042,-6.311,-2.251,1.968,-5.891,-2.406,1.851,-5.406,-3.095,1.8138444582899997
21ed_34b_6ea,2.048,-6.324,-2.411,1.992,-5.949,-2.563,1.871,-5.455,-3.225,1.81394732319
13ed_35b_2ea,2.0,-6.255,-2.539,1.931,-5.877,-2.688,1.708,-5.333,-3.338,1.8142012537199999
20ed_34b_1ea,2.006,-6.265,-2.514,1.942,-5.907,-2.668,1.728,-5.368,-3.321,1.8143041186199997
20ed_34b_3ea,2.007,-6.297,-2.557,1.945,-5.939,-2.708,1.731,-5.397,-3.356,1.81444091274
5ed_31b_6ea,1.972,-6.092,-2.35,1.891,-5.739,-2.51,1.612,-5.127,-3.168,1.81467841728
13ed_34b_4ea,1.976,-6.314,-2.69,1.903,-5.948,-2.844,1.625,-5.394,-3.494,1.8148666438499998
20ed_7b_9ea,2.055,-6.149,-1.536,2.027,-5.762,-1.648,1.892,-5.11,-2.595,1.8149048820300002
14ed_36b_4ea,1.735,-6.318,-3.263,1.668,-5.994,-3.423,0.81,-5.212,-4.016,1.8149226526500002
9ed_20b_12ea,2.006,-6.006,-2.338,1.981,-5.643,-2.43,1.726,-5.119,-3.112,1.8150220184399997
10ed_34b_3ea,2.004,-6.214,-2.476,1.941,-5.857,-2.628,1.719,-5.304,-3.272,1.81510738011
19ed_34b_7ea,2.049,-6.32,-2.405,1.989,-5.937,-2.553,1.871,-5.447,-3.212,1.81516096704
17ed_34b_8ea,2.032,-6.615,-2.814,1.977,-6.25,-2.97,1.813,-5.75,-3.63,1.81534811637
1ed_35b_3ea,2.014,-6.301,-2.526,1.949,-5.93,-2.676,1.752,-5.398,-3.334,1.8153984715799998
1ed_35b_6ea,2.017,-6.299,-2.511,1.952,-5.924,-2.66,1.762,-5.391,-3.31,1.8154499040299998
2ed_19b_13ea,2.057,-6.616,-2.849,2.048,-6.299,-3.003,1.896,-5.715,-3.581,1.81589637009
13ed_35b_6ea,2.004,-6.257,-2.531,1.936,-5.876,-2.678,1.716,-5.331,-3.324,1.81618422984
16ed_32b_1ea,2.004,-6.302,-2.435,1.938,-5.938,-2.599,1.716,-5.402,-3.283,1.81618422984
9ed_24b_13ea,1.867,-6.13,-3.053,1.797,-5.773,-3.188,1.252,-5.181,-3.746,1.81646778063
20ed_34b_6ea,2.018,-6.23,-2.441,1.955,-5.865,-2.594,1.761,-5.321,-3.231,1.8170224977899998
14ed_35b_10ea,1.948,-6.231,-2.602,1.885,-5.89,-2.743,1.524,-5.121,-3.391,1.8171385569599998
1ed_35b_1ea,2.012,-6.329,-2.56,1.947,-5.959,-2.711,1.74,-5.42,-3.372,1.8172785828
1ed_39b_2ea,1.925,-6.431,-2.882,1.841,-6.076,-3.039,1.445,-5.452,-3.671,1.8175817913000003
17ed_34b_2ea,2.044,-6.432,-2.554,1.985,-6.056,-2.709,1.847,-5.564,-3.369,1.81770754563
1ed_34b_10ea,2.013,-6.307,-2.534,1.95,-5.942,-2.686,1.742,-5.395,-3.329,1.81777432683
10ed_35b_8ea,1.982,-6.293,-2.657,1.915,-5.942,-2.809,1.637,-5.374,-3.46,1.81784110803
10ed_34b_1ea,2.001,-6.24,-2.511,1.936,-5.885,-2.665,1.701,-5.329,-3.315,1.8179275469399998
20ed_3b_9ea,2.051,-6.098,-1.717,2.019,-5.704,-1.827,1.87,-5.105,-2.752,1.8179472046500003
14ed_23b_13ea,1.933,-6.445,-2.882,1.902,-6.128,-3.021,1.471,-5.334,-3.62,1.8179582444400002
6ed_18b_9ea,2.036,-6.237,-1.991,2.011,-5.899,-2.121,1.819,-5.212,-2.93,1.81804899231
17ed_36b_6ea,1.981,-6.79,-2.979,1.901,-6.385,-3.139,1.633,-5.832,-3.77,1.8180632638200003
1ed_35b_4ea,2.005,-6.356,-2.618,1.938,-5.991,-2.771,1.714,-5.444,-3.432,1.8181157735099998
21ed_16b_4ea,2.068,-6.581,-2.548,2.038,-6.227,-2.716,1.927,-5.71,-3.391,1.81811900523
14ed_30b_9ea,1.89,-6.258,-2.753,1.824,-5.924,-2.928,1.324,-5.151,-3.531,1.81853719566
5ed_39b_8ea,1.841,-6.224,-3.071,1.736,-5.916,-3.233,1.158,-5.257,-3.826,1.8186543320700002
6ed_32b_11ea,2.015,-6.149,-2.309,1.956,-5.806,-2.478,1.746,-5.234,-3.112,1.81876581489
13ed_35b_1ea,1.999,-6.278,-2.576,1.93,-5.902,-2.726,1.691,-5.353,-3.382,1.81908975834
1ed_39b_1ea,1.919,-6.456,-2.933,1.832,-6.104,-3.092,1.42,-5.479,-3.726,1.81927367595
11ed_34b_5ea,1.97,-6.122,-2.546,1.893,-5.742,-2.695,1.592,-5.181,-3.324,1.81943012778
1ed_34b_12ea,1.997,-6.398,-2.693,1.932,-6.042,-2.846,1.683,-5.484,-3.496,1.8195340699200004
11ed_24b_13ea,1.89,-6.25,-3.078,1.831,-5.887,-3.217,1.321,-5.283,-3.781,1.81961404539
10ed_34b_6ea,2.012,-6.205,-2.439,1.948,-5.843,-2.592,1.733,-5.282,-3.225,1.81979123217
9ed_34b_9ea,1.95,-6.012,-2.526,1.868,-5.636,-2.669,1.523,-5.079,-3.298,1.8199247945700001
6ed_1b_12ea,2.034,-6.173,-2.198,2.068,-5.854,-2.311,1.806,-5.282,-3.036,1.8202880534399997
9ed_34b_11ea,1.951,-6.017,-2.534,1.869,-5.647,-2.683,1.525,-5.087,-3.305,1.8204205386
16ed_32b_3ea,2.012,-6.348,-2.483,1.95,-5.982,-2.644,1.731,-5.444,-3.318,1.82050913199
3ed_32b_1ea,2.041,-6.41,-2.425,1.979,-6.038,-2.592,1.829,-5.525,-3.281,1.82052771246
17ed_34b_1ea,2.042,-6.467,-2.598,1.981,-6.093,-2.753,1.832,-5.603,-3.423,1.8206645065799998
21ed_5b_13ea,2.08,-6.782,-2.826,2.069,-6.44,-2.976,1.959,-5.895,-3.608,1.8211963343100002
9ed_34b_10ea,1.952,-6.003,-2.515,1.87,-5.631,-2.662,1.526,-5.069,-3.283,1.82127523254
2ed_32b_3ea,2.03,-6.332,-2.395,1.969,-5.966,-2.559,1.789,-5.434,-3.235,1.8215356265099998
1ed_5b_13ea,2.009,-6.515,-2.885,1.981,-6.187,-3.024,1.717,-5.596,-3.614,1.8218934991799998
5ed_39b_7ea,1.885,-6.089,-2.717,1.792,-5.758,-2.868,1.297,-5.096,-3.486,1.8221606239800001
14ed_33b_12ea,1.951,-6.235,-2.541,1.876,-5.899,-2.696,1.52,-5.126,-3.373,1.82221528815
2ed_32b_1ea,2.025,-6.37,-2.446,1.962,-6.007,-2.611,1.77,-5.475,-3.296,1.82228745555
17ed_34b_3ea,2.046,-6.509,-2.643,1.987,-6.132,-2.795,1.841,-5.642,-3.462,1.8222885327899998
1ed_34b_7ea,2.03,-6.224,-2.39,1.967,-5.846,-2.537,1.786,-5.313,-3.189,1.8226124762399998
17ed_16b_10ea,2.043,-6.457,-2.502,1.979,-6.07,-2.663,1.829,-5.555,-3.321,1.8229550001600001
14ed_16b_5ea,1.942,-6.244,-2.437,1.882,-5.895,-2.601,1.487,-5.144,-3.254,1.82313784053
17ed_34b_6ea,2.052,-6.428,-2.53,1.992,-6.048,-2.683,1.857,-5.551,-3.339,1.82382719733
1ed_34b_4ea,2.004,-6.385,-2.665,1.939,-6.028,-2.82,1.694,-5.474,-3.478,1.82408112786
21ed_36b_11ea,2.054,-6.83,-2.809,2.016,-6.479,-2.978,1.863,-5.926,-3.622,1.8241007855699998
3ed_21b_9ea,2.073,-6.252,-1.55,2.05,-5.861,-1.635,1.927,-5.194,-2.583,1.82418722448
14ed_30b_11ea,1.89,-6.263,-2.775,1.826,-5.932,-2.96,1.308,-5.155,-3.553,1.82428039422
3ed_32b_3ea,2.054,-6.466,-2.47,1.997,-6.092,-2.632,1.862,-5.582,-3.315,1.8244597354799996
14ed_20b_13ea,1.863,-6.316,-2.93,1.851,-5.994,-3.057,1.216,-5.206,-3.661,1.82453540199
5ed_34b_9ea,1.979,-6.106,-2.468,1.912,-5.764,-2.62,1.608,-5.151,-3.254,1.82460972387
13ed_35b_3ea,2.002,-6.294,-2.604,1.933,-5.917,-2.752,1.685,-5.365,-3.408,1.8248843893499997
2ed_32b_2ea,2.034,-6.262,-2.303,1.971,-5.894,-2.471,1.793,-5.36,-3.145,1.82495440227
9ed_34b_7ea,1.973,-5.953,-2.385,1.894,-5.572,-2.527,1.586,-5.016,-3.157,1.8252247587900001
16ed_32b_2ea,2.021,-6.267,-2.366,1.958,-5.901,-2.532,1.748,-5.36,-3.202,1.82532977817
9ed_34b_2ea,1.963,-5.981,-2.46,1.883,-5.607,-2.608,1.551,-5.052,-3.239,1.82565156714
11ed_35b_7ea,1.995,-6.095,-2.438,1.923,-5.706,-2.583,1.656,-5.142,-3.224,1.8267984297900002
1ed_34b_11ea,2.019,-6.344,-2.575,1.956,-5.982,-2.728,1.737,-5.426,-3.37,1.82685093948
9ed_34b_4ea,1.936,-6.053,-2.648,1.849,-5.688,-2.798,1.456,-5.13,-3.434,1.8269834246399999
3ed_32b_2ea,2.057,-6.364,-2.344,1.998,-5.989,-2.512,1.865,-5.474,-3.189,1.8270238173
16ed_18b_9ea,2.042,-6.4,-2.15,2.016,-6.029,-2.27,1.814,-5.388,-3.099,1.8271256049599998
11ed_35b_5ea,1.979,-6.114,-2.53,1.904,-5.732,-2.678,1.6,-5.164,-3.315,1.82748132315
13ed_34b_1ea,2.0,-6.294,-2.607,1.93,-5.923,-2.759,1.671,-5.372,-3.414,1.82748240039
14ed_31b_10ea,1.982,-6.224,-2.402,1.907,-5.882,-2.562,1.609,-5.115,-3.232,1.8278917055100001
3ed_32b_7ea,2.056,-6.21,-2.152,1.989,-5.816,-2.314,1.859,-5.304,-2.995,1.82796387291
21ed_4b_13ea,2.085,-6.951,-2.997,2.068,-6.61,-3.153,1.957,-6.065,-3.786,1.82798245338
16ed_16b_8ea,2.05,-6.639,-2.492,2.056,-6.328,-2.665,1.838,-5.703,-3.349,1.8282199579199998
9ed_32b_12ea,1.935,-6.096,-2.66,1.829,-5.727,-2.817,1.449,-5.175,-3.451,1.8282824301599998
5ed_35b_7ea,2.0,-6.074,-2.374,1.933,-5.718,-2.521,1.667,-5.106,-3.163,1.82891820003
11ed_34b_7ea,1.996,-6.08,-2.423,1.922,-5.694,-2.568,1.653,-5.138,-3.204,1.82908892337
17ed_30b_5ea,2.091,-6.849,-2.593,2.182,-6.44,-2.751,1.973,-5.855,-3.505,1.8295211179200002
5ed_39b_1ea,1.868,-6.165,-2.897,1.768,-5.847,-3.058,1.219,-5.185,-3.671,1.8295267715100003
1ed_39b_3ea,1.924,-6.471,-2.971,1.838,-6.12,-3.126,1.408,-5.495,-3.76,1.8296492941199998
1ed_35b_8ea,2.006,-6.405,-2.71,1.943,-6.047,-2.863,1.684,-5.482,-3.524,1.8300979146599998
1ed_39b_8ea,1.907,-6.518,-3.108,1.82,-6.179,-3.269,1.348,-5.547,-3.887,1.83055434327
11ed_34b_10ea,1.978,-6.136,-2.564,1.901,-5.758,-2.714,1.588,-5.191,-3.34,1.83057507822
13ed_34b_6ea,2.015,-6.27,-2.54,1.946,-5.893,-2.69,1.713,-5.341,-3.332,1.83061116192
9ed_34b_8ea,1.924,-6.085,-2.776,1.838,-5.731,-2.924,1.404,-5.174,-3.548,1.8310850937599998
14ed_33b_3ea,1.967,-6.208,-2.482,1.889,-5.868,-2.637,1.548,-5.1,-3.322,1.83158299227
10ed_20b_12ea,2.068,-6.08,-2.255,2.081,-5.738,-2.351,1.889,-5.203,-3.032,1.83175910181
11ed_34b_12ea,1.954,-6.186,-2.718,1.872,-5.815,-2.869,1.503,-5.247,-3.5,1.83195836817
14ed_39b_13ea,1.779,-6.248,-3.242,1.705,-5.921,-3.406,0.911,-5.142,-3.994,1.8320690411399998
3ed_32b_6ea,2.062,-6.36,-2.31,2.0,-5.978,-2.478,1.867,-5.457,-3.152,1.83237413673
11ed_35b_10ea,1.983,-6.121,-2.539,1.909,-5.74,-2.688,1.599,-5.17,-3.323,1.83269484846
5ed_39b_2ea,1.878,-6.142,-2.845,1.781,-5.822,-3.004,1.243,-5.158,-3.615,1.83304841217
5ed_34b_5ea,1.987,-6.114,-2.476,1.919,-5.772,-2.629,1.611,-5.158,-3.262,1.83324202494
16ed_32b_7ea,2.034,-6.145,-2.182,1.965,-5.761,-2.343,1.768,-5.226,-3.02,1.8339281500199998
16ed_32b_6ea,2.03,-6.262,-2.332,1.963,-5.889,-2.498,1.754,-5.343,-3.166,1.8340988733599999
5ed_20b_12ea,2.041,-6.075,-2.326,2.047,-5.745,-2.425,1.791,-5.183,-3.096,1.83416780904
14ed_35b_7ea,2.01,-6.18,-2.387,1.946,-5.819,-2.533,1.686,-5.075,-3.184,1.83423459024
5ed_39b_3ea,1.869,-6.179,-2.934,1.769,-5.861,-3.09,1.208,-5.201,-3.702,1.8346888643700001
9ed_35b_5ea,1.967,-5.994,-2.484,1.888,-5.616,-2.629,1.539,-5.05,-3.263,1.83481354146
13ed_35b_8ea,1.991,-6.339,-2.73,1.922,-5.972,-2.882,1.619,-5.402,-3.536,1.83522500106
5ed_35b_10ea,1.991,-6.121,-2.479,1.924,-5.776,-2.631,1.619,-5.152,-3.267,1.83522500106
5ed_35b_2ea,1.997,-6.097,-2.43,1.931,-5.751,-2.582,1.638,-5.133,-3.226,1.8356868158700004
9ed_1b_1ea,2.013,-6.058,-2.364,1.981,-5.696,-2.461,1.692,-5.178,-3.183,1.83572182233
5ed_39b_6ea,1.882,-6.143,-2.837,1.785,-5.821,-2.993,1.249,-5.154,-3.603,1.83574928811
5ed_35b_5ea,1.988,-6.135,-2.504,1.919,-5.791,-2.655,1.607,-5.163,-3.293,1.8358914684299998
1ed_34b_3ea,2.03,-6.332,-2.548,1.967,-5.968,-2.7,1.749,-5.421,-3.357,1.8358936229099996
14ed_30b_1ea,1.889,-6.284,-2.836,1.824,-5.955,-3.017,1.27,-5.184,-3.633,1.83670684695
2ed_32b_6ea,2.047,-6.324,-2.337,1.983,-5.952,-2.504,1.804,-5.409,-3.174,1.8367833233100002
11ed_34b_11ea,1.979,-6.159,-2.606,1.902,-5.784,-2.757,1.574,-5.214,-3.382,1.83681402081
9ed_34b_1ea,1.959,-6.033,-2.562,1.875,-5.664,-2.71,1.506,-5.106,-3.351,1.83694973769
9ed_35b_9ea,1.967,-6.001,-2.49,1.889,-5.623,-2.636,1.533,-5.049,-3.271,1.83696724092
11ed_35b_2ea,1.996,-6.119,-2.49,1.925,-5.737,-2.64,1.631,-5.165,-3.283,1.8369858213899999
11ed_34b_4ea,1.961,-6.17,-2.69,1.879,-5.799,-2.843,1.51,-5.234,-3.482,1.8379412257500003
9ed_34b_3ea,1.964,-6.014,-2.529,1.878,-5.637,-2.677,1.519,-5.082,-3.311,1.83835160811
6ed_16b_8ea,2.061,-6.524,-2.351,2.073,-6.241,-2.539,1.846,-5.576,-3.203,1.83869844099
9ed_35b_10ea,1.97,-6.01,-2.503,1.892,-5.632,-2.649,1.538,-5.065,-3.281,1.8388134229200002
2ed_32b_7ea,2.05,-6.2,-2.191,1.982,-5.815,-2.352,1.808,-5.281,-3.03,1.8389884552199998
11ed_34b_2ea,1.991,-6.101,-2.503,1.915,-5.722,-2.655,1.608,-5.163,-3.29,1.83917345007
13ed_19b_13ea,1.981,-6.451,-3.043,1.917,-6.107,-3.183,1.574,-5.535,-3.739,1.8392413085100001
1ed_34b_6ea,2.039,-6.325,-2.512,1.976,-5.957,-2.663,1.77,-5.406,-3.312,1.8392784694500002
19ed_16b_7ea,2.094,-6.427,-2.226,2.028,-6.011,-2.387,1.954,-5.523,-3.081,1.8399820977599999
11ed_35b_11ea,1.987,-6.146,-2.572,1.913,-5.765,-2.722,1.592,-5.194,-3.356,1.84006207323
1ed_34b_1ea,2.029,-6.36,-2.581,1.965,-5.999,-2.735,1.734,-5.444,-3.398,1.8400642277099999
11ed_35b_9ea,1.989,-6.139,-2.551,1.915,-5.757,-2.698,1.597,-5.181,-3.34,1.8406946113800005
9ed_35b_2ea,1.976,-5.983,-2.453,1.9,-5.606,-2.601,1.553,-5.04,-3.239,1.84071103737
17ed_16b_11ea,2.063,-6.511,-2.541,2.001,-6.131,-2.707,1.847,-5.61,-3.361,1.8407667787800002
14ed_35b_4ea,1.933,-6.228,-2.713,1.869,-5.893,-2.858,1.407,-5.123,-3.523,1.8409310386800002
9ed_32b_4ea,1.952,-6.093,-2.63,1.846,-5.725,-2.789,1.47,-5.175,-3.435,1.8413764274999997
14ed_31b_11ea,1.985,-6.222,-2.426,1.912,-5.884,-2.589,1.581,-5.113,-3.259,1.8415832345400003
9ed_25b_13ea,1.866,-6.056,-3.066,1.797,-5.698,-3.204,1.178,-5.112,-3.76,1.84181643012
