,HOMO Ranks, HOMO Values,LUMO Ranks,LUMO Values,Wavelength Ranks,Wavelength Values
1253,10ed_6b_11ea,-5.325747234421095,9ed_22b_6ea,-3.362043312776051,2ed_3b_7ea,439.9897750032086
1254,11ed_22b_2ea,-5.3254938986254245,5ed_4b_2ea,-3.3627528218679865,1ed_22b_7ea,439.9674160294362
1255,7ed_12b_9ea,-5.325425703346251,2ed_5b_1ea,-3.363219348394191,6ed_14b_10ea,439.96118553616986
1256,10ed_25b_5ea,-5.324852098550656,3ed_22b_9ea,-3.36349148886781,7ed_11b_1ea,439.92595325963356
1257,5ed_22b_7ea,-5.324701562665388,7ed_21b_4ea,-3.3640699790213136,5ed_11b_3ea,439.91350044105894
1258,11ed_14b_2ea,-5.324373210621512,3ed_22b_3ea,-3.3677412662596846,1ed_2b_10ea,439.85960928497906
1259,2ed_10b_9ea,-5.3241064881849915,10ed_23b_4ea,-3.3682517212947833,2ed_2b_2ea,439.7999574129737
1260,7ed_10b_2ea,-5.324017833601506,10ed_9b_8ea,-3.368836004700452,10ed_6b_9ea,439.73236194182965
1261,6ed_20b_2ea,-5.323953931538735,10ed_6b_1ea,-3.368958429584168,7ed_11b_3ea,439.68924044464586
1262,11ed_2b_5ea,-5.3235296005534885,11ed_11b_8ea,-3.3693152429789,3ed_24b_9ea,439.31345463854797
1263,9ed_23b_8ea,-5.323430842165062,9ed_22b_2ea,-3.369495983678391,10ed_24b_10ea,439.2895308804197
1264,11ed_22b_5ea,-5.323380326743141,7ed_17b_4ea,-3.3702813799896605,7ed_7b_8ea,439.2764789350124
1265,10ed_9b_10ea,-5.322268983858102,5ed_21b_1ea,-3.3705165104544625,1ed_17b_5ea,439.22825592527636
1266,6ed_7b_9ea,-5.322121479114317,5ed_26b_4ea,-3.370790518129782,7ed_5b_2ea,439.1175536289843
1267,7ed_20b_11ea,-5.322001251041087,3ed_14b_4ea,-3.37086846419788,2ed_10b_10ea,439.08762995565144
1268,10ed_9b_9ea,-5.321237960818168,6ed_9b_1ea,-3.3712708816561436,7ed_6b_10ea,439.0575468933065
1269,5ed_23b_3ea,-5.320348887230694,11ed_17b_1ea,-3.372507291938822,1ed_8b_7ea,439.0508110835464
1270,5ed_3b_9ea,-5.319412581057209,1ed_10b_8ea,-3.3727377543993735,1ed_2b_2ea,438.9403941571215
1271,6ed_3b_2ea,-5.319068569917066,1ed_23b_1ea,-3.3731011030000566,11ed_24b_3ea,438.85767126324873
1272,5ed_3b_10ea,-5.318370192137412,7ed_20b_8ea,-3.3758404624339327,2ed_21b_6ea,438.8201821861167
1273,10ed_6b_6ea,-5.318181768785008,10ed_7b_1ea,-3.377203223650792,6ed_17b_8ea,438.8089757946831
1274,11ed_13b_7ea,-5.317668783216275,1ed_20b_9ea,-3.3807395659002673,2ed_6b_11ea,438.7870774683794
1275,5ed_2b_9ea,-5.316480151627614,2ed_20b_8ea,-3.382174288285995,9ed_12b_11ea,438.63694371568727
1276,5ed_23b_5ea,-5.3156612940803045,3ed_22b_11ea,-3.3827778186498585,6ed_14b_2ea,438.6249145661202
1277,11ed_23b_10ea,-5.315208169052367,2ed_17b_4ea,-3.3829587509964143,3ed_7b_8ea,438.60519751169477
1278,9ed_7b_11ea,-5.315115472946906,3ed_1b_3ea,-3.3843000147592512,3ed_21b_2ea,438.51765479352173
1279,9ed_22b_4ea,-5.31503843593771,6ed_4b_3ea,-3.385345031438959,7ed_21b_1ea,438.4477004730808
1280,5ed_20b_1ea,-5.314865419987145,10ed_1b_3ea,-3.3854880201758473,3ed_10b_2ea,438.37773124273025
1281,11ed_25b_5ea,-5.314745698905556,9ed_10b_8ea,-3.3865466822086487,7ed_5b_1ea,438.37695497764656
1282,7ed_9b_7ea,-5.314646688822703,5ed_22b_11ea,-3.3870004969826097,6ed_25b_7ea,438.33042911364265
1283,6ed_3b_6ea,-5.31463532294284,2ed_1b_6ea,-3.388059900969198,10ed_24b_11ea,438.1914608112838
1284,5ed_23b_9ea,-5.31440572928739,7ed_2b_8ea,-3.389059313585374,6ed_24b_10ea,438.0761361264083
1285,11ed_3b_9ea,-5.314296615399596,2ed_15b_2ea,-3.38932060950845,10ed_2b_2ea,438.0380073513926
1286,6ed_12b_5ea,-5.31388744012176,5ed_10b_1ea,-3.3904600184119005,2ed_24b_11ea,438.0179430576217
1287,6ed_23b_3ea,-5.313745490669299,7ed_26b_4ea,-3.3921851946285932,1ed_22b_3ea,437.991804239505
1288,1ed_6b_7ea,-5.313742459527817,9ed_11b_4ea,-3.3932343290058284,3ed_6b_11ea,437.97962722594553
1289,11ed_22b_9ea,-5.313381020224847,6ed_8b_8ea,-3.3943404623038633,3ed_2b_11ea,437.9782672968034
1290,10ed_10b_1ea,-5.313072117104785,10ed_13b_8ea,-3.394385132766544,6ed_24b_11ea,437.9354926516257
1291,5ed_25b_6ea,-5.3130059425865985,3ed_13b_8ea,-3.394667926143643,1ed_24b_3ea,437.92269407346294
1292,6ed_23b_11ea,-5.3125702457214885,11ed_23b_1ea,-3.3960073227047802,2ed_5b_3ea,437.91707735943277
1293,11ed_25b_2ea,-5.312473508094052,3ed_10b_1ea,-3.3962125533079077,9ed_12b_10ea,437.8921101332733
1294,5ed_1b_9ea,-5.312441682909878,2ed_21b_1ea,-3.396404880511729,3ed_21b_11ea,437.8481777616629
1295,11ed_3b_2ea,-5.312434358551993,2ed_1b_9ea,-3.3969317817024725,1ed_21b_2ea,437.8388995014318
1296,9ed_17b_1ea,-5.312374749705626,5ed_5b_1ea,-3.3972418657857584,11ed_7b_7ea,437.662501869353
1297,9ed_10b_8ea,-5.312254269937968,5ed_14b_1ea,-3.397581107776932,3ed_21b_3ea,437.6297078891307
1298,9ed_7b_6ea,-5.3121325280953915,3ed_23b_4ea,-3.39850070712331,2ed_14b_3ea,437.61012140655225
1299,5ed_25b_9ea,-5.310667828951336,7ed_7b_4ea,-3.3986737873689363,3ed_3b_7ea,437.5712898595664
1300,5ed_20b_3ea,-5.310581446823265,10ed_9b_1ea,-3.399145173546455,6ed_5b_2ea,437.41511817037184
1301,11ed_14b_5ea,-5.310134384078292,3ed_15b_2ea,-3.3992266623708898,3ed_10b_11ea,437.1862332727994
1302,11ed_6b_3ea,-5.310053053852695,2ed_1b_11ea,-3.401564537947352,2ed_6b_2ea,437.1454516824612
1303,5ed_12b_9ea,-5.309415295299903,1ed_6b_8ea,-3.4021721860087437,3ed_2b_10ea,437.0227778129622
1304,5ed_11b_11ea,-5.309283449652384,1ed_20b_3ea,-3.4040870802737695,2ed_17b_8ea,436.84545706874655
1305,10ed_11b_5ea,-5.3091546351463474,2ed_9b_8ea,-3.404421462613629,2ed_8b_7ea,436.8383122756932
1306,5ed_1b_10ea,-5.3088232519609875,11ed_11b_1ea,-3.4045517395982734,1ed_14b_5ea,436.7438963943468
1307,11ed_6b_1ea,-5.308503993341558,6ed_13b_1ea,-3.4068787706241928,10ed_24b_1ea,436.6979393880566
1308,5ed_23b_10ea,-5.308475957984935,5ed_6b_1ea,-3.4093157064286483,7ed_22b_3ea,436.6494256006047
1309,11ed_3b_5ea,-5.307784904563166,2ed_26b_4ea,-3.409388409551304,2ed_6b_10ea,436.6437533237275
1310,6ed_9b_2ea,-5.30778086304119,5ed_1b_11ea,-3.409978677856201,5ed_2b_11ea,436.61345123836713
1311,5ed_10b_4ea,-5.307605826329636,5ed_23b_4ea,-3.4108038849788374,6ed_7b_3ea,436.6057840124831
1312,10ed_10b_3ea,-5.307557331668704,10ed_26b_1ea,-3.4148074957083034,1ed_24b_1ea,436.5508537882076
1313,9ed_13b_11ea,-5.307387346859621,3ed_6b_1ea,-3.415717567399115,1ed_7b_5ea,436.52838932560815
1314,11ed_22b_7ea,-5.307203975409687,9ed_8b_3ea,-3.4168734224582096,2ed_17b_5ea,436.463961350446
1315,7ed_10b_11ea,-5.3059751838984734,3ed_26b_4ea,-3.4169674313878247,7ed_21b_7ea,436.4342005890654
1316,11ed_9b_2ea,-5.305837275967989,11ed_8b_5ea,-3.417470225969058,2ed_25b_7ea,436.4341133721129
1317,6ed_8b_5ea,-5.305683708941239,2ed_1b_3ea,-3.4175760130500663,2ed_25b_6ea,436.40506900128975
1318,5ed_25b_3ea,-5.305607430618112,7ed_10b_4ea,-3.419518389668343,5ed_7b_1ea,436.2915404619851
1319,6ed_3b_11ea,-5.30551675527364,2ed_10b_1ea,-3.419637822102445,6ed_21b_2ea,436.25072190937834
1320,5ed_25b_10ea,-5.305120207950589,1ed_23b_4ea,-3.4203415379422157,1ed_13b_1ea,436.1054324140678
1321,11ed_21b_9ea,-5.304744371626272,10ed_17b_4ea,-3.4208480669268506,5ed_24b_11ea,435.9983998771861
1322,5ed_1b_2ea,-5.304610505217766,7ed_22b_1ea,-3.4215400046152276,5ed_24b_3ea,435.9767523083508
1323,6ed_3b_5ea,-5.302877821562268,9ed_21b_1ea,-3.4229184700339443,3ed_2b_2ea,435.8504132099986
1324,11ed_6b_11ea,-5.302605036842782,5ed_9b_1ea,-3.4238885330951696,3ed_10b_10ea,435.7384324596429
1325,11ed_9b_5ea,-5.302403226849526,1ed_22b_10ea,-3.4241694592705674,6ed_14b_9ea,435.45731077548834
1326,9ed_17b_3ea,-5.302368118829445,6ed_15b_3ea,-3.424427954391093,10ed_14b_1ea,435.4061562450966
1327,11ed_21b_2ea,-5.301667720288802,9ed_8b_9ea,-3.424909251518305,5ed_21b_3ea,435.3880651648616
1328,11ed_25b_7ea,-5.301552292423616,11ed_7b_1ea,-3.4250326100028707,2ed_14b_11ea,435.2999420461707
1329,9ed_14b_4ea,-5.300827393056688,2ed_23b_4ea,-3.4259094060882673,3ed_23b_8ea,434.94245990212113
1330,11ed_23b_5ea,-5.300731414115317,6ed_6b_4ea,-3.4277661761845817,5ed_2b_10ea,434.66298687443594
1331,9ed_12b_3ea,-5.300564460447717,11ed_12b_1ea,-3.4278446725594027,9ed_12b_2ea,434.64376557106425
1332,9ed_13b_3ea,-5.299962061609432,9ed_10b_1ea,-3.4288586641295224,2ed_14b_10ea,434.604884940756
1333,11ed_11b_6ea,-5.299676648935165,1ed_1b_2ea,-3.4300814290591077,11ed_23b_1ea,434.4425323456868
1334,11ed_2b_7ea,-5.29936143183771,3ed_21b_4ea,-3.431550169004039,5ed_24b_1ea,434.4063079456025
1335,5ed_25b_2ea,-5.298674419937919,5ed_26b_1ea,-3.43186978074289,3ed_17b_5ea,434.3398911274394
1336,6ed_10b_3ea,-5.298205887508144,11ed_20b_6ea,-3.4325301430149557,7ed_25b_7ea,434.241293428939
1337,7ed_6b_2ea,-5.297786608425366,10ed_21b_8ea,-3.433670293872193,1ed_7b_1ea,434.13451469523727
1338,9ed_2b_4ea,-5.297700226297296,9ed_17b_1ea,-3.435178844628491,7ed_11b_5ea,434.00904528189886
1339,9ed_3b_8ea,-5.297700226297296,9ed_14b_1ea,-3.436133395134921,6ed_12b_8ea,433.78018184504253
1340,5ed_6b_1ea,-5.297292313094383,3ed_7b_1ea,-3.436217876408971,7ed_24b_3ea,433.7226887427013
1341,9ed_22b_1ea,-5.2971842095870825,7ed_13b_1ea,-3.436735058297085,3ed_24b_3ea,433.64976515511285
1342,11ed_11b_11ea,-5.2967823586671345,7ed_6b_4ea,-3.4370900044901163,6ed_13b_2ea,433.59639151206244
1343,9ed_21b_4ea,-5.296575496771407,5ed_14b_8ea,-3.4371599068102214,9ed_12b_3ea,433.54211762176703
1344,5ed_20b_6ea,-5.296159248830113,1ed_1b_10ea,-3.438052215450412,3ed_25b_7ea,433.5120300154747
1345,9ed_24b_11ea,-5.296111764549675,11ed_17b_8ea,-3.438463418610455,3ed_21b_5ea,433.49781129050604
1346,10ed_25b_7ea,-5.295439149671228,5ed_7b_1ea,-3.440180934373282,1ed_24b_2ea,433.44104533279585
1347,10ed_3b_7ea,-5.295322711425548,9ed_23b_4ea,-3.440979042436795,3ed_11b_3ea,433.25850154424467
1348,10ed_20b_2ea,-5.295047905945075,11ed_20b_11ea,-3.441431181656118,3ed_5b_1ea,433.1372154295799
1349,5ed_11b_6ea,-5.294082554034473,7ed_4b_3ea,-3.442237692127283,6ed_23b_5ea,432.79564230274894
1350,5ed_10b_1ea,-5.292431703993427,2ed_7b_1ea,-3.4444753822278384,6ed_13b_11ea,432.69917986324094
1351,5ed_25b_5ea,-5.292400637495322,1ed_10b_1ea,-3.4467315773328018,10ed_24b_2ea,432.6785405814537
1352,10ed_20b_10ea,-5.291822991177751,9ed_6b_1ea,-3.4474285663195574,3ed_25b_6ea,432.60827982129535
1353,11ed_8b_5ea,-5.291414067594343,9ed_22b_5ea,-3.448914877668046,5ed_23b_8ea,432.574761530657
1354,9ed_7b_9ea,-5.291115268279223,9ed_22b_9ea,-3.449661396768798,1ed_23b_5ea,432.54171868263734
1355,11ed_14b_9ea,-5.290743473476885,10ed_10b_4ea,-3.4521508551368645,1ed_11b_3ea,432.3997404045261
1356,9ed_24b_4ea,-5.290163554703899,2ed_6b_1ea,-3.4543689149850985,5ed_23b_5ea,432.0623446464891
1357,5ed_6b_3ea,-5.289688708296732,5ed_8b_3ea,-3.4545662934872965,6ed_24b_2ea,431.92681969261815
1358,10ed_9b_5ea,-5.288721587319568,2ed_8b_3ea,-3.455222346414771,1ed_22b_2ea,431.8148770127919
1359,6ed_17b_5ea,-5.2886975934849225,3ed_9b_1ea,-3.4556344831756647,7ed_24b_1ea,431.7737108386763
1360,9ed_12b_11ea,-5.288345499300826,6ed_26b_1ea,-3.4562981965570048,3ed_6b_9ea,431.6893911368915
1361,9ed_12b_6ea,-5.287771642810806,5ed_26b_8ea,-3.4564365172896414,10ed_11b_3ea,431.5361151136183
1362,11ed_8b_9ea,-5.287515527568079,1ed_14b_8ea,-3.45735891743857,3ed_14b_9ea,431.4378444070958
1363,5ed_9b_5ea,-5.286874737873806,1ed_17b_1ea,-3.457776847451628,3ed_21b_1ea,431.38806979920867
1364,10ed_10b_11ea,-5.2860424936856445,7ed_26b_1ea,-3.458726346659681,2ed_24b_2ea,431.1491092833259
1365,3ed_20b_5ea,-5.286009658120978,9ed_22b_10ea,-3.462090925558506,2ed_5b_2ea,431.0604537679877
1366,6ed_6b_4ea,-5.285808858508217,5ed_1b_3ea,-3.4631533219947093,2ed_24b_1ea,430.95205046215983
1367,5ed_3b_5ea,-5.2850432958298805,9ed_26b_1ea,-3.4635331167510364,10ed_21b_6ea,430.95062230688256
1368,10ed_1b_9ea,-5.284806629510973,5ed_13b_8ea,-3.4638561042336287,5ed_24b_2ea,430.9400513143339
1369,9ed_14b_1ea,-5.28385794707713,3ed_17b_4ea,-3.464787290084337,1ed_10b_6ea,430.8356612522146
1370,5ed_20b_11ea,-5.283320208987685,7ed_9b_1ea,-3.46513718497899,2ed_24b_10ea,430.76017021679996
1371,9ed_17b_11ea,-5.283270703946258,5ed_17b_4ea,-3.4657166087333446,5ed_11b_10ea,430.6948305960792
1372,9ed_22b_11ea,-5.28295978006521,1ed_14b_1ea,-3.4664085464217216,2ed_14b_2ea,430.63619269888244
1373,10ed_1b_7ea,-5.282924672045127,5ed_9b_8ea,-3.4665778922639463,7ed_13b_3ea,430.48329530017236
1374,11ed_10b_1ea,-5.282402593051948,9ed_26b_4ea,-3.466782739572948,5ed_11b_11ea,430.378917112683
1375,10ed_6b_9ea,-5.282026505033206,10ed_13b_1ea,-3.46706572459711,6ed_10b_6ea,430.2334739350682
1376,5ed_6b_11ea,-5.281619602210786,7ed_4b_1ea,-3.467091890055384,5ed_10b_6ea,430.1069569869545
1377,9ed_17b_6ea,-5.281198302367022,1ed_26b_4ea,-3.467156932724174,2ed_13b_3ea,430.05715007745766
1378,9ed_8b_3ea,-5.281121265357826,1ed_26b_1ea,-3.467535985526715,7ed_23b_5ea,430.0509504136102
1379,11ed_23b_2ea,-5.280958353212203,6ed_26b_4ea,-3.4677090657723415,2ed_13b_9ea,430.03462607758155
1380,9ed_13b_6ea,-5.280299124974607,6ed_13b_4ea,-3.4684053128053094,3ed_13b_9ea,429.95669011132065
1381,9ed_24b_3ea,-5.279824278567438,10ed_22b_1ea,-3.468515025936782,6ed_13b_10ea,429.880263625134
1382,6ed_3b_10ea,-5.279629541237642,1ed_22b_9ea,-3.4688056714148097,7ed_14b_9ea,429.781812397349
1383,6ed_2b_5ea,-5.27944414902672,11ed_26b_4ea,-3.4691000512962376,1ed_14b_9ea,429.7659497115895
1384,11ed_10b_3ea,-5.279237287130994,1ed_1b_9ea,-3.469192576318279,1ed_21b_1ea,429.6583234260359
1385,5ed_23b_2ea,-5.279126911168278,6ed_2b_1ea,-3.46957069551997,6ed_13b_9ea,429.6079546934489
1386,5ed_21b_7ea,-5.278697276586133,2ed_36b_4ea,-3.4706233726535434,10ed_11b_9ea,429.5497103227632
1387,7ed_6b_5ea,-5.278159790191115,3ed_8b_3ea,-3.4707730882434467,10ed_10b_6ea,429.5014107789629
1388,11ed_20b_11ea,-5.277263895634609,11ed_22b_6ea,-3.471769508410009,5ed_24b_10ea,429.335171497637
1389,10ed_6b_10ea,-5.277074210207284,1ed_6b_1ea,-3.472167999817808,2ed_11b_9ea,429.1909519466642
1390,6ed_20b_10ea,-5.2767693486092,10ed_21b_4ea,-3.473009844743152,7ed_11b_2ea,429.0960699458549
1391,5ed_11b_2ea,-5.276684735547691,2ed_26b_1ea,-3.473772618352485,3ed_11b_1ea,428.9744787563475
1392,11ed_21b_7ea,-5.276074001971027,10ed_20b_1ea,-3.4754224822910342,10ed_14b_11ea,428.7062696618489
1393,6ed_6b_1ea,-5.275310963442534,1ed_7b_8ea,-3.475585651586967,5ed_11b_2ea,428.67846647900694
1394,5ed_2b_7ea,-5.274613344348948,10ed_7b_4ea,-3.4756897631133383,1ed_7b_9ea,428.6735002202841
1395,6ed_17b_9ea,-5.274374405574623,1ed_1b_6ea,-3.4762486230145204,6ed_11b_9ea,428.41896723906274
1396,11ed_11b_9ea,-5.274367332911164,11ed_11b_4ea,-3.4796810453846874,10ed_11b_11ea,428.36158075979887
1397,10ed_10b_6ea,-5.2741448119191725,10ed_6b_4ea,-3.479947392606141,2ed_21b_2ea,428.29562409875143
1398,11ed_17b_7ea,-5.27393567756803,1ed_5b_1ea,-3.481871814526733,6ed_12b_1ea,428.1884837729229
1399,9ed_12b_1ea,-5.2735535272663245,1ed_21b_1ea,-3.4829186984081417,5ed_5b_1ea,428.1382112376549
1400,6ed_23b_10ea,-5.27319612948533,6ed_4b_1ea,-3.485141809554754,7ed_24b_10ea,427.9984780703506
1401,5ed_17b_5ea,-5.272854139106175,9ed_22b_3ea,-3.4856571242411674,1ed_6b_6ea,427.9853959467585
1402,5ed_25b_7ea,-5.272761443000714,2ed_22b_1ea,-3.485928139466873,3ed_17b_9ea,427.95206695036774
1403,10ed_6b_2ea,-5.272200214465477,1ed_22b_11ea,-3.4870888541772813,10ed_11b_10ea,427.88399813569526
1404,9ed_26b_4ea,-5.2721322708807286,3ed_26b_1ea,-3.487549395804258,5ed_14b_9ea,427.8451473423879
1405,9ed_22b_6ea,-5.271907729127749,6ed_22b_8ea,-3.487689583738595,7ed_25b_6ea,427.62640867889064
1406,9ed_24b_6ea,-5.271663486756526,11ed_22b_2ea,-3.4881435901596194,6ed_6b_6ea,427.38657071780005
1407,11ed_3b_7ea,-5.270658226617799,5ed_15b_2ea,-3.4894538288128683,2ed_24b_3ea,427.3785709277993
1408,9ed_8b_6ea,-5.2698600800692255,6ed_1b_8ea,-3.4902237125693425,5ed_14b_3ea,427.25127316788536
1409,5ed_17b_9ea,-5.26836128328558,3ed_22b_1ea,-3.491612639244476,6ed_11b_2ea,427.15843991887647
1410,9ed_7b_2ea,-5.267445688110833,7ed_2b_1ea,-3.4916535753037565,10ed_12b_5ea,427.00286324848116
1411,9ed_21b_11ea,-5.267271661779774,10ed_2b_8ea,-3.4935131462026217,2ed_23b_5ea,426.76415840738423
1412,5ed_11b_10ea,-5.266673052769039,11ed_10b_1ea,-3.4938864057529977,1ed_11b_11ea,426.67147489576735
1413,6ed_1b_7ea,-5.266670021627558,10ed_2b_1ea,-3.4947602093887804,7ed_24b_11ea,426.6527398096352
1414,7ed_10b_10ea,-5.266165370797206,1ed_4b_2ea,-3.4951198235860628,10ed_6b_6ea,426.5956970468607
1415,9ed_14b_11ea,-5.266162339655723,10ed_14b_4ea,-3.496027836428111,5ed_6b_6ea,426.59447022290885
1416,5ed_6b_6ea,-5.266062319192377,11ed_6b_8ea,-3.4961766184171634,10ed_14b_10ea,426.5488507815342
1417,9ed_22b_3ea,-5.265999679204526,2ed_14b_4ea,-3.4967169733139376,7ed_12b_8ea,426.3270760791923
1418,9ed_23b_4ea,-5.265697848747923,1ed_22b_5ea,-3.4977210539343644,3ed_23b_5ea,426.1749059242402
1419,11ed_8b_7ea,-5.264909806004291,11ed_23b_4ea,-3.4978270326624363,6ed_7b_2ea,426.1038616229798
1420,11ed_14b_7ea,-5.26485929058237,3ed_12b_4ea,-3.49952025016869,7ed_11b_11ea,426.0925200839918
1421,11ed_6b_10ea,-5.264485475019042,5ed_10b_4ea,-3.501647293536923,1ed_23b_9ea,426.07792411506637
1422,11ed_20b_6ea,-5.264400103271468,11ed_8b_9ea,-3.503408546161582,7ed_8b_7ea,425.9933252766913
1423,9ed_14b_3ea,-5.263730519534504,10ed_9b_4ea,-3.5043660891176263,6ed_11b_11ea,425.8512146617173
1424,9ed_2b_11ea,-5.2615942158924955,3ed_9b_4ea,-3.5057589418432236,7ed_11b_10ea,425.76263300085895
1425,11ed_10b_6ea,-5.260524043310504,11ed_6b_1ea,-3.5082308288077315,5ed_14b_1ea,425.75377312335576
1426,1ed_10b_7ea,-5.26049929078979,5ed_9b_4ea,-3.5082824177704914,2ed_17b_9ea,425.7514406934838
1427,9ed_21b_6ea,-5.259454881109004,9ed_22b_11ea,-3.508471010570912,2ed_12b_1ea,425.7329542370185
1428,6ed_6b_11ea,-5.259429118207796,6ed_22b_4ea,-3.5104558071560437,6ed_2b_7ea,425.71830101774685
1429,11ed_23b_7ea,-5.259418762708429,3ed_10b_4ea,-3.510763090436779,11ed_12b_9ea,425.6589097106984
1430,7ed_1b_7ea,-5.259225287453555,2ed_21b_4ea,-3.512505838057029,10ed_7b_9ea,425.6538100825933
1431,5ed_10b_2ea,-5.2589007252372255,1ed_1b_5ea,-3.513469174265239,10ed_14b_3ea,425.25660960680386
1432,5ed_8b_7ea,-5.258706998287924,5ed_13b_1ea,-3.5145218513988126,2ed_11b_3ea,425.21802576322125
1433,5ed_3b_7ea,-5.257349392270674,5ed_22b_1ea,-3.515045760139942,5ed_13b_3ea,425.1083703785811
1434,7ed_20b_10ea,-5.256869745655463,3ed_13b_1ea,-3.5167371104444953,6ed_12b_5ea,425.0341078749622
1435,9ed_24b_9ea,-5.256709864651321,7ed_15b_3ea,-3.5172337284794373,3ed_24b_11ea,425.0232614049294
1436,7ed_20b_9ea,-5.2565277552763074,11ed_8b_3ea,-3.5184538842535353,6ed_7b_11ea,425.0076570711968
1437,9ed_12b_7ea,-5.256456277161225,11ed_14b_1ea,-3.5228610376891782,1ed_11b_10ea,424.6650616135958
1438,6ed_9b_5ea,-5.256150656877072,9ed_7b_8ea,-3.5244193102065364,5ed_14b_10ea,424.6011050802277
1439,9ed_24b_10ea,-5.255720011914432,5ed_2b_8ea,-3.524439682412645,3ed_23b_9ea,424.58690372015224
1440,9ed_2b_3ea,-5.2553843355126695,5ed_6b_4ea,-3.5245933240530127,5ed_14b_11ea,424.4536049641381
1441,9ed_22b_10ea,-5.2550506798718954,1ed_7b_1ea,-3.5251452654541158,5ed_10b_7ea,424.29012467024296
1442,10ed_9b_7ea,-5.254797092381799,11ed_21b_1ea,-3.5271059554297386,7ed_10b_6ea,424.2861529510333
1443,9ed_25b_4ea,-5.254683936972027,1ed_9b_1ea,-3.527179783800308,3ed_11b_5ea,424.25403149989245
1444,6ed_6b_6ea,-5.254373771777045,7ed_13b_4ea,-3.5295856944951747,10ed_21b_7ea,424.2124656652813
1445,9ed_22b_9ea,-5.253755965536923,2ed_20b_1ea,-3.5318747819114265,2ed_7b_3ea,424.1032394311466
1446,7ed_6b_7ea,-5.253730961321782,2ed_10b_4ea,-3.536189793619155,6ed_12b_9ea,423.96337695151817
1447,11ed_6b_2ea,-5.252993685694498,5ed_7b_4ea,-3.5373688216869095,10ed_13b_3ea,423.8201771765121
1448,9ed_2b_6ea,-5.25249509714711,2ed_2b_8ea,-3.538682986390622,3ed_24b_10ea,423.55077128654506
1449,9ed_17b_9ea,-5.252309704936188,5ed_21b_4ea,-3.5389872772217434,3ed_12b_8ea,423.53630226391584
1450,6ed_3b_9ea,-5.252035658141781,6ed_8b_1ea,-3.5390796105967213,7ed_5b_3ea,423.34320472289716
1451,6ed_23b_2ea,-5.251099351968296,6ed_3b_8ea,-3.541452437333236,5ed_21b_7ea,423.2727705861375
1452,5ed_20b_9ea,-5.250785396945765,5ed_2b_1ea,-3.541596168023911,3ed_13b_3ea,423.22521863334885
1453,9ed_9b_1ea,-5.250529030008612,7ed_8b_8ea,-3.5424856758615513,10ed_2b_6ea,423.1744887684311
1454,9ed_24b_5ea,-5.250106468089926,9ed_9b_1ea,-3.543309949383337,6ed_24b_6ea,423.1555302478626
1455,6ed_2b_7ea,-5.250035241669269,2ed_7b_4ea,-3.5446192544357356,2ed_12b_8ea,423.1136786441817
1456,1ed_26b_4ea,-5.24959701705153,3ed_6b_4ea,-3.546841431981497,11ed_12b_11ea,422.99476556942057
1457,5ed_10b_6ea,-5.249327770465167,9ed_10b_4ea,-3.5473002980538357,6ed_7b_10ea,422.97039249792033
1458,9ed_9b_3ea,-5.2488397891115754,3ed_7b_4ea,-3.5476286954944665,10ed_11b_2ea,422.83436336304567
1459,9ed_21b_1ea,-5.248314427282487,5ed_14b_4ea,-3.548107000172064,3ed_11b_2ea,422.6978760825859
1460,2ed_26b_4ea,-5.247525625852786,2ed_13b_1ea,-3.548114660625929,3ed_6b_10ea,422.61258728742916
1461,5ed_26b_8ea,-5.247458692648534,2ed_9b_1ea,-3.54906921113236,1ed_12b_5ea,422.4615769235841
1462,11ed_9b_9ea,-5.247387466227876,1ed_17b_4ea,-3.5510007432000936,1ed_11b_2ea,422.4150597813122
1463,9ed_17b_2ea,-5.246775470576291,9ed_17b_4ea,-3.5577788561705512,1ed_2b_6ea,422.32935032353146
1464,9ed_17b_10ea,-5.246736321034233,6ed_2b_4ea,-3.5583844453831786,7ed_2b_6ea,422.20548415063575
1465,6ed_6b_3ea,-5.2462316702038825,1ed_1b_11ea,-3.560823248389334,3ed_21b_8ea,422.15186394460375
1466,9ed_25b_11ea,-5.2457444475363575,6ed_3b_1ea,-3.5615852800448806,5ed_6b_7ea,422.1112140985354
1467,11ed_9b_7ea,-5.245323147692592,1ed_8b_3ea,-3.561666960516379,6ed_11b_10ea,422.07653435311437
1468,5ed_10b_11ea,-5.244120119082586,11ed_22b_5ea,-3.561950879141391,5ed_2b_6ea,421.7019586648158
1469,5ed_20b_2ea,-5.243892546188123,11ed_22b_10ea,-3.5625807666105915,3ed_11b_10ea,421.70040916828793
1470,10ed_20b_5ea,-5.2436525970333046,6ed_15b_1ea,-3.56351475326385,1ed_10b_7ea,421.65572679525775
1471,6ed_23b_5ea,-5.243107534585972,2ed_6b_4ea,-3.563661668051203,11ed_12b_2ea,421.6542258383347
1472,9ed_3b_4ea,-5.242727656739681,1ed_9b_8ea,-3.564107822371298,10ed_23b_9ea,421.5296651671618
1473,9ed_25b_10ea,-5.241783015827817,3ed_4b_3ea,-3.565624967182312,10ed_13b_11ea,421.3723656086668
1474,9ed_13b_9ea,-5.241450370567536,9ed_6b_4ea,-3.5678376170725072,3ed_5b_3ea,421.2221867296819
