,HOMO Ranks, HOMO Values,LUMO Ranks,LUMO Values,Wavelength Ranks,Wavelength Values
1031,11ed_23b_4ea,-5.38334737181022,9ed_22b_7ea,-3.1741191208803237,11ed_17b_10ea,454.01805124523236
1032,5ed_14b_11ea,-5.383331712713954,6ed_4b_2ea,-3.174586581007378,2ed_21b_8ea,453.99245924080867
1033,7ed_3b_5ea,-5.383288521649918,11ed_13b_3ea,-3.174779099858263,1ed_11b_1ea,453.8907637716365
1034,1ed_6b_2ea,-5.383187742500505,6ed_17b_1ea,-3.1761983096891973,2ed_10b_3ea,453.8274585159655
1035,11ed_2b_11ea,-5.383100098297515,6ed_1b_6ea,-3.177876948241507,7ed_24b_5ea,453.8059994579358
1036,5ed_8b_2ea,-5.382437838918436,3ed_25b_3ea,-3.1781831062743287,11ed_17b_11ea,453.67420174404907
1037,5ed_22b_10ea,-5.381808415104024,2ed_22b_2ea,-3.1781976852282723,3ed_10b_3ea,453.5469593305988
1038,5ed_21b_1ea,-5.381492187626077,1ed_9b_9ea,-3.1788898145637137,3ed_23b_4ea,453.53487482643663
1039,7ed_23b_10ea,-5.3813727182389135,7ed_9b_8ea,-3.1789307506229942,11ed_24b_9ea,453.35732582226194
1040,11ed_24b_10ea,-5.381320182056006,6ed_20b_8ea,-3.1791679399365607,10ed_23b_8ea,453.1523910435177
1041,6ed_7b_5ea,-5.381286084416419,9ed_2b_9ea,-3.1800970669385045,5ed_21b_1ea,453.05621605612396
1042,6ed_24b_3ea,-5.381110037324371,7ed_14b_1ea,-3.18246110797324,5ed_25b_9ea,453.01067831174026
1043,5ed_8b_9ea,-5.3806023553525355,1ed_8b_10ea,-3.182541854843888,9ed_24b_3ea,452.8109294436095
1044,11ed_24b_9ea,-5.380593010233662,10ed_24b_9ea,-3.182777918909541,1ed_25b_1ea,452.7722990737101
1045,6ed_25b_10ea,-5.380318963439256,11ed_25b_3ea,-3.1831250130016433,1ed_25b_3ea,452.64308305427346
1046,11ed_8b_6ea,-5.380231570930691,3ed_8b_9ea,-3.1834651885936673,5ed_11b_9ea,452.5881809462371
1047,3ed_20b_9ea,-5.380196714605036,1ed_21b_5ea,-3.1859935241722503,6ed_23b_8ea,452.5176061284909
1048,5ed_8b_6ea,-5.380156302988057,5ed_17b_1ea,-3.1874273129571287,5ed_23b_4ea,452.3859095054922
1049,10ed_2b_5ea,-5.380092400925287,1ed_5b_3ea,-3.1879715939043667,1ed_6b_3ea,452.2934648354583
1050,10ed_3b_10ea,-5.379735003144294,10ed_1b_2ea,-3.188342052652192,2ed_25b_1ea,452.1043971745204
1051,1ed_11b_7ea,-5.379514502913289,2ed_20b_11ea,-3.188464477535908,1ed_4b_1ea,452.0795117737525
1052,5ed_9b_2ea,-5.379082088884089,1ed_22b_2ea,-3.188877547897651,1ed_25b_11ea,452.02314590450294
1053,6ed_24b_10ea,-5.379038646125627,5ed_2b_3ea,-3.1893276282682113,2ed_2b_3ea,452.00529903506697
1054,11ed_24b_5ea,-5.378902758956132,2ed_22b_6ea,-3.19076328425479,7ed_7b_1ea,451.85877972010513
1055,11ed_22b_11ea,-5.378828753088419,6ed_15b_2ea,-3.191271680441125,1ed_12b_4ea,451.8533720964948
1056,6ed_25b_4ea,-5.378542330033655,11ed_21b_2ea,-3.1914428934850503,1ed_11b_5ea,451.7876830130125
1057,6ed_11b_2ea,-5.377550204841352,5ed_24b_9ea,-3.1930125608596747,9ed_23b_1ea,451.7491981939218
1058,7ed_6b_4ea,-5.376814191288988,1ed_20b_10ea,-3.1931585420461777,6ed_2b_2ea,451.73982344159606
1059,6ed_25b_2ea,-5.376739682032421,2ed_8b_2ea,-3.1947740051313973,11ed_23b_7ea,451.70463976352505
1060,10ed_1b_10ea,-5.376223917016633,3ed_1b_2ea,-3.1959491071486865,7ed_14b_5ea,451.6612763307835
1061,10ed_24b_7ea,-5.376067067153975,1ed_21b_11ea,-3.1972886953568866,10ed_3b_7ea,451.6278072657403
1062,5ed_2b_4ea,-5.375939514722859,3ed_14b_8ea,-3.1980167094532304,9ed_24b_6ea,451.4637359088238
1063,5ed_3b_3ea,-5.375797313575971,6ed_14b_1ea,-3.2013838975075424,11ed_23b_6ea,451.41684552944844
1064,11ed_9b_3ea,-5.3757768542716615,10ed_11b_1ea,-3.2018038863693645,11ed_17b_2ea,451.2846837115171
1065,5ed_8b_5ea,-5.37522673992186,7ed_1b_11ea,-3.2021605081170326,2ed_23b_4ea,451.1349144989414
1066,10ed_3b_9ea,-5.375163848239583,10ed_22b_6ea,-3.2043204437965542,5ed_6b_3ea,451.13325718625475
1067,11ed_21b_1ea,-5.375065089851157,5ed_8b_2ea,-3.2043866117132582,1ed_25b_6ea,451.1305816022016
1068,11ed_12b_6ea,-5.374642527932472,11ed_9b_11ea,-3.2048066005750804,10ed_25b_6ea,451.08723525371454
1069,3ed_20b_10ea,-5.374595547040887,2ed_22b_5ea,-3.204980422774493,1ed_21b_10ea,451.0554117269181
1070,5ed_1b_3ea,-5.374428593373286,3ed_2b_3ea,-3.2061342189848236,5ed_10b_11ea,451.0221220864149
1071,11ed_23b_1ea,-5.374394495733698,9ed_21b_10ea,-3.2062073054016067,11ed_24b_11ea,451.013695476575
1072,10ed_25b_1ea,-5.374381109092848,1ed_13b_3ea,-3.206463741673368,10ed_9b_7ea,450.87934906855884
1073,6ed_24b_2ea,-5.37421718656673,5ed_22b_3ea,-3.2072715690395097,5ed_13b_5ea,450.7989956382132
1074,5ed_21b_6ea,-5.374113124581406,7ed_21b_8ea,-3.207388200671061,11ed_24b_10ea,450.7869830032203
1075,11ed_13b_2ea,-5.3733119468913495,9ed_12b_1ea,-3.2084223728002255,5ed_25b_2ea,450.76469653331554
1076,11ed_22b_3ea,-5.373175049341359,9ed_8b_2ea,-3.2088532062125905,1ed_8b_6ea,450.7598837926976
1077,10ed_1b_2ea,-5.373120492397462,6ed_17b_4ea,-3.209444216471274,10ed_25b_7ea,450.6318125542418
1078,11ed_25b_8ea,-5.373005064532276,10ed_10b_8ea,-3.2106019387320694,7ed_6b_3ea,450.5789027745908
1079,11ed_2b_2ea,-5.3728628633853885,7ed_8b_9ea,-3.211071266060824,7ed_21b_2ea,450.52719728257307
1080,6ed_25b_7ea,-5.372581492233097,11ed_14b_9ea,-3.2113512586353723,5ed_25b_11ea,450.44802664620454
1081,5ed_2b_2ea,-5.3722725891130345,10ed_8b_3ea,-3.212900745450951,6ed_10b_11ea,450.4438418102402
1082,11ed_9b_1ea,-5.372220304624553,9ed_21b_5ea,-3.2129143908040443,7ed_22b_6ea,450.3424048390329
1083,11ed_24b_2ea,-5.372139733085021,2ed_9b_3ea,-3.213959215836689,5ed_9b_7ea,450.26965690383184
1084,11ed_14b_11ea,-5.372068758358791,3ed_8b_2ea,-3.2149283452970634,7ed_7b_5ea,450.19805290061964
1085,11ed_3b_4ea,-5.371710350197304,3ed_11b_4ea,-3.217382852505077,3ed_13b_5ea,450.1683760180796
1086,5ed_24b_10ea,-5.370571982336136,7ed_22b_5ea,-3.218438330441201,5ed_2b_1ea,450.12980135707676
1087,1ed_9b_9ea,-5.370370424037308,2ed_2b_3ea,-3.2193199861779127,2ed_8b_6ea,450.09827765407283
1088,10ed_23b_9ea,-5.370104460286855,3ed_7b_8ea,-3.2194560564147223,10ed_2b_3ea,450.06626394843556
1089,6ed_3b_3ea,-5.36995821761799,2ed_8b_5ea,-3.2215528166271534,6ed_25b_11ea,450.06480766765105
1090,5ed_17b_6ea,-5.369488423113293,1ed_23b_8ea,-3.222061212813489,10ed_21b_3ea,450.0592130744436
1091,5ed_8b_10ea,-5.369309344879762,3ed_10b_8ea,-3.222897264486668,2ed_25b_11ea,450.0585386083174
1092,6ed_25b_5ea,-5.3685500961788195,3ed_21b_8ea,-3.224504875470959,6ed_25b_10ea,449.6777145420967
1093,6ed_24b_9ea,-5.3685109466367615,7ed_26b_3ea,-3.2254906427340417,6ed_21b_7ea,449.64206759330665
1094,6ed_11b_10ea,-5.3683439929691605,3ed_8b_11ea,-3.225676243084848,1ed_10b_11ea,449.5837702744776
1095,5ed_17b_11ea,-5.368324544045344,7ed_9b_4ea,-3.2269147122162902,6ed_17b_5ea,449.57490122646493
1096,10ed_2b_9ea,-5.368163904355136,7ed_4b_2ea,-3.2281597165536846,2ed_3b_6ea,449.5635829671955
1097,6ed_17b_10ea,-5.368064894272283,9ed_9b_3ea,-3.2307222613385336,7ed_21b_10ea,449.4100971746125
1098,9ed_11b_8ea,-5.367970429100261,10ed_22b_5ea,-3.231616437180425,1ed_10b_10ea,449.4099447381275
1099,5ed_25b_8ea,-5.367831259094856,7ed_21b_1ea,-3.232181090333772,5ed_17b_1ea,449.33866688754284
1100,5ed_2b_11ea,-5.367809537715625,6ed_5b_1ea,-3.233696559590148,3ed_17b_1ea,449.33501756087725
1101,6ed_20b_3ea,-5.367800444291177,7ed_17b_1ea,-3.2337345031998153,11ed_12b_8ea,449.14139154054436
1102,6ed_20b_6ea,-5.367739573369889,6ed_2b_8ea,-3.2338288954235574,10ed_10b_11ea,449.05969511173595
1103,11ed_12b_9ea,-5.367410969631585,6ed_3b_3ea,-3.234573355675545,10ed_25b_1ea,449.0286260337702
1104,5ed_11b_3ea,-5.367002046048176,3ed_3b_9ea,-3.2351331491775777,2ed_21b_3ea,449.0245653234497
1105,2ed_6b_9ea,-5.366981586743867,1ed_24b_9ea,-3.235283798368331,5ed_25b_6ea,449.0060296754915
1106,10ed_8b_5ea,-5.366902277279257,9ed_21b_11ea,-3.2368188978770296,6ed_10b_10ea,448.9797942315372
1107,5ed_24b_2ea,-5.366898994443348,9ed_8b_10ea,-3.2370512275392813,3ed_25b_10ea,448.9192478418968
1108,7ed_6b_1ea,-5.366857065454234,6ed_8b_3ea,-3.2380222242013565,10ed_10b_10ea,448.79002448608804
1109,11ed_17b_9ea,-5.365189294242001,10ed_6b_8ea,-3.239023504019233,1ed_24b_10ea,448.7496832546787
1110,5ed_24b_9ea,-5.364098410661272,3ed_20b_11ea,-3.2393033049467173,6ed_6b_2ea,448.67093244068786
1111,10ed_6b_4ea,-5.363699083891165,6ed_7b_1ea,-3.2396610519422993,5ed_22b_7ea,448.638019176037
1112,11ed_14b_6ea,-5.363168418465179,7ed_13b_8ea,-3.24086737071624,2ed_25b_10ea,448.56818355337373
1113,6ed_24b_5ea,-5.362871639911047,10ed_3b_3ea,-3.241595384812584,1ed_9b_7ea,448.5612515465231
1114,5ed_1b_6ea,-5.362807989542704,7ed_3b_3ea,-3.2418957495932403,2ed_25b_2ea,448.50215709819605
1115,11ed_7b_5ea,-5.362746108240921,9ed_25b_9ea,-3.242285455299261,3ed_24b_5ea,448.49005806849806
1116,11ed_21b_3ea,-5.3625710715293655,10ed_12b_1ea,-3.2426334829922134,10ed_14b_5ea,448.4495319502488
1117,1ed_20b_5ea,-5.362500096803135,6ed_21b_4ea,-3.2443463307507896,11ed_13b_6ea,448.415561493028
1118,5ed_21b_11ea,-5.362183617630762,9ed_23b_8ea,-3.2444231515709734,1ed_17b_1ea,448.41053931502495
1119,5ed_11b_4ea,-5.3621353746642555,10ed_1b_10ea,-3.2444863270380635,1ed_2b_1ea,448.37073955744535
1120,7ed_1b_9ea,-5.362022219254485,3ed_1b_10ea,-3.245192843680385,3ed_14b_5ea,448.3689774238879
1121,10ed_23b_10ea,-5.361770652525376,2ed_10b_8ea,-3.2459346947768855,3ed_8b_6ea,448.3536224661647
1122,11ed_22b_6ea,-5.361687301538789,3ed_6b_8ea,-3.2460416071058074,1ed_22b_1ea,448.3196133355901
1123,5ed_22b_2ea,-5.361591322597419,5ed_10b_8ea,-3.2478623007941554,5ed_10b_2ea,448.24374418412873
1124,5ed_2b_6ea,-5.361589301836431,7ed_5b_1ea,-3.248428821149203,6ed_6b_11ea,448.10567253993753
1125,10ed_3b_2ea,-5.3609651816189166,1ed_8b_11ea,-3.248761336287361,1ed_23b_4ea,448.070177363055
1126,1ed_10b_5ea,-5.36033803025992,9ed_21b_3ea,-3.248919837579043,7ed_21b_11ea,448.04817529047796
1127,10ed_9b_2ea,-5.360217550492263,2ed_24b_9ea,-3.249128610938509,7ed_25b_3ea,448.02546892793026
1128,1ed_10b_10ea,-5.360019782020984,10ed_22b_10ea,-3.250714174162054,1ed_14b_8ea,447.98395474342715
1129,11ed_17b_2ea,-5.359377981946215,5ed_21b_8ea,-3.2514451807080116,5ed_25b_7ea,447.9084956373866
1130,5ed_14b_9ea,-5.359212038659109,3ed_9b_3ea,-3.252581405514784,1ed_21b_11ea,447.884125206856
1131,11ed_17b_10ea,-5.359100904010326,10ed_7b_8ea,-3.2531812014752473,11ed_17b_9ea,447.86325104302693
1132,3ed_10b_9ea,-5.35901755302374,5ed_1b_2ea,-3.254178555242659,3ed_3b_6ea,447.8180576607071
1133,10ed_25b_6ea,-5.358996842025003,1ed_20b_6ea,-3.2543535026899857,1ed_10b_2ea,447.7633099781194
1134,11ed_23b_11ea,-5.358743506229333,9ed_21b_9ea,-3.255200207266644,7ed_21b_3ea,447.6972429345047
1135,7ed_1b_10ea,-5.358613933037228,2ed_1b_2ea,-3.255252538183192,3ed_25b_9ea,447.6969141796856
1136,10ed_17b_5ea,-5.358288108745981,3ed_22b_2ea,-3.2564354923014096,6ed_21b_6ea,447.6582043842278
1137,6ed_23b_4ea,-5.358278004941039,7ed_22b_10ea,-3.2574377057201365,2ed_13b_1ea,447.60031957532163
1138,6ed_1b_9ea,-5.358197685095934,7ed_25b_9ea,-3.2589802740356375,7ed_10b_2ea,447.48748852247815
1139,6ed_9b_1ea,-5.357887771595379,5ed_8b_5ea,-3.2601488408469748,3ed_25b_3ea,447.46587262694743
1140,11ed_22b_10ea,-5.357761988230825,7ed_11b_1ea,-3.2602080902636006,3ed_25b_2ea,447.43016347222067
1141,9ed_2b_8ea,-5.357361399385796,7ed_1b_3ea,-3.2618235533488202,5ed_24b_5ea,447.42339236663935
1142,5ed_22b_5ea,-5.356845130981156,10ed_1b_6ea,-3.262150275234814,7ed_2b_2ea,447.41106834823546
1143,11ed_25b_4ea,-5.356759759233579,9ed_11b_8ea,-3.262806519809352,11ed_24b_2ea,447.3282195157549
1144,5ed_7b_9ea,-5.355750205878451,7ed_15b_2ea,-3.2662832293480735,7ed_2b_11ea,447.31547315242113
1145,6ed_1b_10ea,-5.355741112454002,7ed_23b_1ea,-3.2670376005497546,11ed_17b_6ea,447.2682793522793
1146,11ed_11b_4ea,-5.355619622305852,7ed_24b_9ea,-3.267257218459763,3ed_13b_1ea,447.2393449793284
1147,5ed_23b_1ea,-5.355429936878526,2ed_14b_8ea,-3.2672835755651004,3ed_2b_3ea,447.23651340884555
1148,10ed_11b_9ea,-5.355104364281704,1ed_20b_11ea,-3.2678970168786563,5ed_10b_10ea,447.2103453387224
1149,5ed_14b_10ea,-5.3549065958104265,1ed_9b_3ea,-3.2687853994683826,10ed_10b_2ea,447.1660880082176
1150,2ed_10b_5ea,-5.354264037049589,6ed_23b_1ea,-3.2693102418103623,7ed_3b_7ea,447.15603374750975
1151,11ed_9b_11ea,-5.354022067133783,5ed_22b_6ea,-3.2697836868366457,6ed_24b_5ea,447.07178743571956
1152,11ed_25b_11ea,-5.353935433311285,1ed_2b_3ea,-3.2706429115184843,5ed_6b_10ea,447.0276237656954
1153,10ed_20b_6ea,-5.353905628888102,5ed_11b_1ea,-3.2736349728207204,7ed_3b_6ea,446.9841473096485
1154,6ed_9b_6ea,-5.353846778727802,6ed_12b_4ea,-3.2737749691079943,5ed_22b_2ea,446.97169427537244
1155,10ed_25b_3ea,-5.353644968734547,6ed_7b_4ea,-3.2761292908401014,1ed_23b_8ea,446.94262923971985
1156,5ed_13b_9ea,-5.352604600575737,1ed_17b_8ea,-3.2762633022281467,10ed_13b_1ea,446.88882631005123
1157,11ed_2b_10ea,-5.352324491498366,5ed_7b_8ea,-3.276329470144851,2ed_36b_4ea,446.7934804211079
1158,5ed_9b_11ea,-5.352322470737379,6ed_21b_1ea,-3.2768649653903106,10ed_6b_11ea,446.6720581179775
1159,10ed_20b_11ea,-5.352092877081926,3ed_8b_5ea,-3.277266449247724,5ed_6b_11ea,446.6641971141097
1160,11ed_17b_5ea,-5.3518764183729,7ed_22b_9ea,-3.2773014004077763,10ed_8b_7ea,446.6600224677442
1161,6ed_8b_10ea,-5.351753917844254,10ed_22b_3ea,-3.278520430933961,3ed_12b_4ea,446.6306536061461
1162,11ed_11b_3ea,-5.351595298915034,11ed_3b_9ea,-3.278672947326414,3ed_6b_3ea,446.6191373705109
1163,10ed_8b_7ea,-5.351509675473032,2ed_22b_3ea,-3.2792931154929863,1ed_7b_8ea,446.57210780821015
1164,11ed_2b_9ea,-5.351082313346303,7ed_12b_4ea,-3.280545229977523,2ed_7b_1ea,446.53566294484284
1165,5ed_22b_9ea,-5.350887576016506,9ed_9b_9ea,-3.2845092215426845,9ed_12b_5ea,446.4297057242066
1166,5ed_1b_11ea,-5.350588018015317,10ed_23b_1ea,-3.284531460950493,1ed_13b_5ea,446.3790608616108
1167,5ed_21b_2ea,-5.350216981899047,10ed_22b_9ea,-3.2863949578998226,10ed_7b_5ea,446.3696310128054
1168,5ed_2b_10ea,-5.3495299699992565,5ed_6b_8ea,-3.2875119357484,3ed_14b_8ea,446.34824045439024
1169,6ed_20b_11ea,-5.349508500314451,3ed_1b_9ea,-3.2878850036517124,7ed_11b_8ea,446.33584692456634
1170,10ed_11b_10ea,-5.349293051985919,5ed_3b_3ea,-3.2910529460021256,11ed_13b_7ea,446.2304790873273
1171,10ed_6b_1ea,-5.348589873998221,6ed_23b_4ea,-3.291739282085402,6ed_2b_10ea,446.22338670472135
1172,11ed_24b_7ea,-5.34847217367762,11ed_21b_9ea,-3.2919949764033762,1ed_25b_7ea,446.10189132295704
1173,5ed_17b_1ea,-5.348307492465434,2ed_6b_8ea,-3.294151919633284,6ed_13b_3ea,446.0502401536613
1174,7ed_23b_2ea,-5.348088002614924,10ed_11b_4ea,-3.2949208697889083,2ed_25b_3ea,446.0407402381304
1175,11ed_9b_6ea,-5.34632576623067,5ed_1b_10ea,-3.296424560893892,10ed_3b_6ea,445.9227879313449
1176,10ed_25b_9ea,-5.346024946154563,11ed_8b_2ea,-3.296574276483795,1ed_3b_6ea,445.846241686668
1177,5ed_21b_5ea,-5.345753930501637,7ed_22b_11ea,-3.296926972180999,3ed_25b_11ea,445.7969679093813
1178,7ed_10b_4ea,-5.345522567779625,11ed_22b_7ea,-3.297021364404741,7ed_14b_8ea,445.7137010033561
1179,6ed_11b_5ea,-5.3451646666097785,2ed_21b_8ea,-3.29742078941339,2ed_6b_3ea,445.65596868303714
1180,11ed_25b_1ea,-5.345057825177398,3ed_21b_1ea,-3.2986241157377174,1ed_6b_2ea,445.6417829790616
1181,10ed_2b_7ea,-5.345042166081133,3ed_22b_6ea,-3.29929774006875,7ed_25b_10ea,445.60586293103967
1182,6ed_17b_2ea,-5.344977253637868,11ed_9b_5ea,-3.29939905079257,1ed_6b_11ea,445.54784723870256
1183,10ed_17b_9ea,-5.344944418073201,10ed_17b_1ea,-3.3005304159480278,7ed_10b_11ea,445.4897300437649
1184,5ed_21b_10ea,-5.3445375152507815,3ed_22b_5ea,-3.3073365615784587,10ed_17b_5ea,445.44368537604123
1185,6ed_12b_9ea,-5.344501396850205,10ed_22b_11ea,-3.3076098272999923,6ed_6b_10ea,445.40600775453703
1186,11ed_3b_11ea,-5.344425370221503,11ed_9b_3ea,-3.3089892263195586,10ed_6b_10ea,445.4059049792137
1187,5ed_6b_4ea,-5.344353385114779,7ed_14b_4ea,-3.3094897704049653,2ed_7b_5ea,445.39041290139295
1188,5ed_12b_5ea,-5.343736085866297,6ed_10b_1ea,-3.3107777696504055,2ed_21b_1ea,445.3449479237682
1189,7ed_20b_6ea,-5.343374898257754,5ed_12b_4ea,-3.310813654411308,1ed_6b_10ea,445.33528749685445
1190,5ed_32b_7ea,-5.343291295576741,11ed_9b_9ea,-3.31148634514149,6ed_14b_3ea,445.16534695119356
1191,5ed_25b_4ea,-5.343290285196245,1ed_12b_1ea,-3.311605777575592,11ed_17b_7ea,445.028202173544
1192,3ed_1b_9ea,-5.343117520940108,1ed_8b_2ea,-3.3118070821282553,5ed_17b_5ea,444.992406825241
1193,6ed_24b_7ea,-5.342837918854377,6ed_12b_1ea,-3.3120607175974666,6ed_5b_3ea,444.9832190089937
1194,5ed_11b_1ea,-5.342456020247097,5ed_22b_5ea,-3.3129210675272187,7ed_17b_5ea,444.9118237145577
1195,11ed_3b_1ea,-5.341886456973479,1ed_8b_5ea,-3.3130911553232307,7ed_2b_10ea,444.9015809810783
1196,3ed_11b_9ea,-5.341628827961406,7ed_10b_1ea,-3.313152463588621,7ed_21b_8ea,444.8439913695858
1197,10ed_25b_10ea,-5.341494961552898,3ed_1b_6ea,-3.3132348860139054,5ed_25b_1ea,444.82018606321014
1198,10ed_12b_9ea,-5.341154991934731,5ed_23b_1ea,-3.3135829137068584,2ed_11b_1ea,444.7301634588705
1199,11ed_25b_10ea,-5.34076677935006,3ed_3b_3ea,-3.3142896219962434,2ed_2b_11ea,444.6638919568366
1200,11ed_25b_3ea,-5.340527840575735,7ed_12b_1ea,-3.315947888342444,6ed_25b_9ea,444.61159322679373
1201,11ed_8b_2ea,-5.340021168984395,2ed_17b_1ea,-3.31670711919544,2ed_5b_1ea,444.5018999573146
1202,5ed_23b_11ea,-5.3393041009669915,10ed_1b_9ea,-3.317999044491343,10ed_7b_1ea,444.4706252205261
1203,9ed_21b_8ea,-5.338722413127446,7ed_23b_4ea,-3.3184986549758997,10ed_6b_2ea,444.4334552427019
1204,6ed_2b_10ea,-5.338659269750741,9ed_17b_8ea,-3.3198109524779125,2ed_25b_9ea,444.4275149502483
1205,6ed_23b_1ea,-5.338363753271531,9ed_11b_1ea,-3.3213905308022293,6ed_25b_1ea,444.28249621411317
1206,5ed_3b_11ea,-5.3382349387654955,11ed_23b_8ea,-3.323300565415941,2ed_14b_1ea,444.16021269323073
1207,9ed_17b_4ea,-5.3379323496228235,2ed_11b_1ea,-3.323670832516703,6ed_25b_2ea,444.07421967178374
1208,10ed_3b_5ea,-5.337717911674785,1ed_22b_3ea,-3.3242044605604613,5ed_7b_5ea,444.0573228448696
1209,5ed_17b_2ea,-5.337548937246196,1ed_12b_4ea,-3.324460154878436,6ed_25b_6ea,443.9904920116632
1210,1ed_20b_7ea,-5.337368848632172,11ed_21b_11ea,-3.3260709499594054,7ed_10b_10ea,443.5764536225216
1211,5ed_10b_3ea,-5.3369217858872,10ed_1b_11ea,-3.3261399186786593,6ed_25b_3ea,443.4673951538181
1212,7ed_11b_10ea,-5.3364024863410755,2ed_1b_10ea,-3.3261427194812105,5ed_14b_5ea,443.24894336082366
1213,5ed_2b_5ea,-5.336161526805763,9ed_8b_11ea,-3.3272432511741434,1ed_2b_11ea,443.1592550678571
1214,2ed_10b_7ea,-5.335883438489379,1ed_20b_5ea,-3.327501746294669,5ed_6b_2ea,443.13511878328785
1215,1ed_20b_9ea,-5.335843530261254,3ed_1b_11ea,-3.3298315781231387,6ed_3b_6ea,443.00859000907434
1216,10ed_10b_4ea,-5.3356962772118965,10ed_14b_1ea,-3.330295303846792,10ed_2b_10ea,442.92882576994975
1217,11ed_25b_9ea,-5.335351003996832,5ed_22b_9ea,-3.330473243743733,5ed_2b_3ea,442.7656825306291
1218,5ed_3b_2ea,-5.334945111554907,11ed_21b_3ea,-3.3306706222459317,3ed_2b_9ea,442.7019123212639
1219,7ed_10b_1ea,-5.334561192186638,2ed_3b_3ea,-3.3321470226447283,6ed_14b_11ea,442.6783930076842
1220,6ed_11b_9ea,-5.334555636895313,7ed_20b_1ea,-3.332852797333263,11ed_24b_1ea,442.6049471769615
1221,11ed_21b_11ea,-5.334476579125129,7ed_7b_1ea,-3.333110358852938,3ed_7b_5ea,442.59047338109366
1222,5ed_17b_10ea,-5.334405352704472,3ed_23b_1ea,-3.3341299520281593,3ed_11b_8ea,442.5043528798772
1223,10ed_11b_2ea,-5.333932527058294,10ed_10b_1ea,-3.3349689961509528,2ed_2b_9ea,442.3800685744811
1224,7ed_6b_10ea,-5.333687526001003,3ed_20b_1ea,-3.3361635367735003,3ed_24b_1ea,442.36772757525716
1225,1ed_6b_9ea,-5.333509458147968,3ed_5b_1ea,-3.3395666095887164,6ed_24b_1ea,442.3369260691193
1226,7ed_9b_2ea,-5.33328087487301,6ed_6b_1ea,-3.3395871734418887,5ed_8b_7ea,442.32739174948557
1227,5ed_3b_1ea,-5.333065426544477,3ed_22b_10ea,-3.340647511029328,1ed_2b_3ea,442.2281240454986
1228,9ed_13b_4ea,-5.332806028465843,7ed_6b_1ea,-3.340992737919729,2ed_2b_10ea,442.2235660972146
1229,11ed_23b_6ea,-5.332619374179998,7ed_8b_3ea,-3.3414058082814724,7ed_6b_2ea,442.15825635152237
1230,11ed_23b_9ea,-5.332339265102627,3ed_17b_1ea,-3.34143589979021,11ed_24b_7ea,441.93021237405367
1231,7ed_9b_4ea,-5.331767932762449,5ed_11b_4ea,-3.3420912107638983,7ed_14b_1ea,441.8754871960261
1232,5ed_24b_7ea,-5.331713882810192,9ed_23b_1ea,-3.342154194583925,6ed_24b_3ea,441.6490470327805
1233,10ed_25b_2ea,-5.3316275006821225,5ed_22b_10ea,-3.3424809164699187,5ed_3b_6ea,441.51344199330913
1234,7ed_23b_5ea,-5.331379216788923,3ed_11b_1ea,-3.342550818790024,5ed_12b_4ea,441.45977502609117
1235,10ed_6b_3ea,-5.331081679548724,10ed_21b_1ea,-3.343631720230635,6ed_11b_3ea,441.44772522741766
1236,11ed_6b_4ea,-5.330970544899941,11ed_2b_3ea,-3.343970028620958,11ed_7b_6ea,441.40402006725105
1237,11ed_12b_2ea,-5.330481049777003,2ed_12b_1ea,-3.345217091807117,7ed_25b_2ea,441.34677223338775
1238,5ed_25b_1ea,-5.330082481692962,9ed_8b_5ea,-3.345483630675634,3ed_7b_1ea,441.3260308033101
1239,11ed_7b_7ea,-5.329729125433945,1ed_3b_3ea,-3.346931806767393,10ed_2b_11ea,441.309299341028
1240,11ed_14b_10ea,-5.329154510257858,3ed_4b_2ea,-3.3489010907977304,1ed_22b_6ea,441.2568076805837
1241,5ed_3b_6ea,-5.3287660459787585,1ed_11b_1ea,-3.3491306196574318,10ed_21b_1ea,441.2228508138571
1242,6ed_3b_1ea,-5.328719823773241,1ed_22b_6ea,-3.349194728725372,5ed_21b_6ea,441.2040665011879
1243,7ed_10b_6ea,-5.32773401255833,2ed_8b_9ea,-3.349233605935889,2ed_10b_11ea,441.13249781572284
1244,5ed_25b_11ea,-5.327575393629109,5ed_1b_6ea,-3.3533357265866233,3ed_21b_10ea,441.0248965425342
1245,6ed_2b_9ea,-5.327258155770668,6ed_24b_9ea,-3.3536067418123294,2ed_10b_2ea,440.91524399246236
1246,10ed_23b_2ea,-5.327191222566415,2ed_4b_2ea,-3.35448746394819,5ed_13b_1ea,440.8232236666648
1247,11ed_3b_10ea,-5.3271614181432305,6ed_22b_1ea,-3.3548889478056036,5ed_3b_7ea,440.8004304143308
1248,7ed_3b_7ea,-5.326655505237958,2ed_14b_1ea,-3.3549569829240085,11ed_24b_6ea,440.7532411928058
1249,11ed_25b_6ea,-5.326409493800172,5ed_1b_9ea,-3.3558698554173714,7ed_6b_11ea,440.5289215887106
1250,11ed_11b_1ea,-5.326165503123377,3ed_12b_1ea,-3.357753532925746,10ed_24b_3ea,440.4243785281063
1251,11ed_26b_4ea,-5.326094528397147,10ed_14b_8ea,-3.360424857241217,1ed_24b_11ea,440.3242864561319
1252,5ed_14b_5ea,-5.325794467007105,2ed_23b_1ea,-3.360569521532742,5ed_2b_2ea,440.1437806056762
